,날짜,종가,전일비,시가,고가,저가,거래량
456,2021.02.10,"55,400","+1,300","54,500","56,500","54,200","1,847,574"
457,2021.02.09,"54,100","-1,200","55,700","56,400","54,000","1,519,768"
458,2021.02.08,"55,300","+2,900","53,200","56,800","52,400","5,097,477"
459,2021.02.05,"52,400","+1,400","51,100","52,700","51,100","1,354,335"
460,2021.02.04,"51,000","-1,700","52,200","52,400","50,900","1,180,448"
461,2021.02.03,"52,700",0,"53,000","53,600","51,700","2,097,260"
462,2021.02.02,"52,700","+1,900","51,700","53,000","49,900","4,246,653"
463,2021.02.01,"50,800","+3,500","47,300","51,000","47,200","3,307,345"
464,2021.01.29,"47,300",-500,"48,200","48,400","46,200","841,565"
465,2021.01.28,"47,800",-950,"47,700","48,300","47,350","779,204"
466,2021.01.27,"48,750",-50,"48,900","49,250","48,000","696,460"
467,2021.01.26,"48,800",-850,"50,200","50,300","48,600","1,166,446"
468,2021.01.25,"49,650","+1,600","49,100","49,750","48,600","1,861,191"
469,2021.01.22,"48,050","+1,400","46,800","49,700","46,700","3,442,304"
470,2021.01.21,"46,650",+300,"46,550","47,050","46,500","526,311"
471,2021.01.20,"46,350",+700,"45,700","46,500","45,700","451,605"
472,2021.01.19,"45,650",+250,"45,350","45,800","45,350","360,449"
473,2021.01.18,"45,400",-750,"46,000","46,050","45,300","510,766"
474,2021.01.15,"46,150",-500,"46,500","47,100","46,050","547,014"
475,2021.01.14,"46,650",-50,"46,700","47,150","46,400","541,192"
476,2021.01.13,"46,700",+500,"46,200","47,300","46,200","622,144"
477,2021.01.12,"46,200",-500,"46,700","47,550","46,050","760,982"
478,2021.01.11,"46,700",-300,"47,100","47,800","46,250","1,400,093"
479,2021.01.08,"47,000",+850,"46,250","48,500","45,600","2,476,777"
480,2021.01.07,"46,150",+100,"46,050","46,300","45,950","492,689"
481,2021.01.06,"46,050",-550,"46,650","46,650","46,000","548,582"
482,2021.01.05,"46,600",+600,"46,000","46,600","45,600","743,739"
483,2021.01.04,"46,000",0,"46,300","46,300","45,750","511,567"
484,2020.12.30,"46,000",+550,"45,450","46,400","45,250","468,697"
485,2020.12.29,"45,450",-50,"45,700","45,750","45,300","358,189"
486,2020.12.28,"45,500",+250,"45,250","45,500","44,900","511,144"
487,2020.12.24,"45,250",+350,"45,150","45,500","44,800","453,094"
488,2020.12.23,"44,900",-150,"45,000","45,650","44,600","565,013"
489,2020.12.22,"45,050",-850,"45,850","45,850","45,050","638,319"
490,2020.12.21,"45,900",-450,"46,650","46,700","45,800","540,766"
491,2020.12.18,"46,350",-100,"46,500","46,550","46,050","517,067"
492,2020.12.17,"46,450",+100,"46,350","46,850","46,200","523,303"
493,2020.12.16,"46,350",+150,"46,100","46,950","46,100","480,240"
494,2020.12.15,"46,200",-750,"46,900","46,950","46,000","3,407,776"
495,2020.12.14,"46,950",-550,"47,550","47,550","46,750","701,953"
496,2020.12.11,"47,500",+200,"47,600","48,150","47,450","755,133"
497,2020.12.10,"47,300","-1,650","46,950","48,150","46,900","2,821,609"
498,2020.12.09,"48,950",-200,"49,200","49,700","48,900","539,249"
499,2020.12.08,"49,150",-50,"49,300","50,000","49,000","506,516"
500,2020.12.07,"49,200",-700,"50,400","50,400","49,000","674,837"
501,2020.12.04,"49,900","+1,750","48,650","50,700","48,400","2,077,596"
502,2020.12.03,"48,150",+200,"48,350","48,700","47,950","465,327"
503,2020.12.02,"47,950",-950,"48,900","49,050","47,800","705,710"
504,2020.12.01,"48,900",-550,"49,550","49,550","48,800","489,309"
505,2020.11.30,"49,450",-200,"49,700","49,800","49,000","490,301"
506,2020.11.27,"49,650",+600,"49,900","49,900","49,000","655,785"
507,2020.11.26,"49,050",+600,"48,600","49,200","48,600","421,188"
508,2020.11.25,"48,450",-650,"49,350","49,400","48,100","512,762"
509,2020.11.24,"49,100",+50,"49,250","49,500","48,850","429,791"
510,2020.11.23,"49,050",+800,"48,250","49,050","48,250","550,264"
511,2020.11.20,"48,250",+300,"47,650","48,450","47,550","313,210"
512,2020.11.19,"47,950",-300,"48,050","48,100","47,500","339,208"
513,2020.11.18,"48,250",+250,"48,050","48,500","48,050","274,818"
514,2020.11.17,"48,000",-600,"49,100","49,100","48,000","420,394"
515,2020.11.16,"48,600",+450,"48,200","48,750","48,150","354,499"
516,2020.11.13,"48,150",-500,"48,050","48,400","47,700","351,364"
517,2020.11.12,"48,650",+300,"48,450","49,150","48,450","325,217"
518,2020.11.11,"48,350",-550,"48,850","48,850","47,650","562,943"
519,2020.11.10,"48,900","-1,100","49,200","49,400","48,550","691,857"
520,2020.11.09,"50,000",+850,"50,100","50,400","49,500","769,608"
521,2020.11.06,"49,150",+200,"49,700","50,700","49,000","1,131,914"
522,2020.11.05,"48,950","+1,950","47,650","49,700","47,300","1,694,857"
523,2020.11.04,"47,000",+50,"47,550","47,700","46,450","711,933"
524,2020.11.03,"46,950",+700,"46,800","47,300","46,450","645,299"
525,2020.11.02,"46,250","+1,100","45,500","46,350","45,500","468,995"
526,2020.10.30,"45,150",+550,"44,950","46,600","44,550","720,458"
527,2020.10.29,"44,600",-50,"44,000","44,850","43,850","359,512"
528,2020.10.28,"44,650",+600,"43,950","44,950","43,950","404,797"
529,2020.10.27,"44,050",-50,"43,700","44,600","42,950","422,999"
530,2020.10.26,"44,100","-1,400","45,200","45,350","44,050","575,048"
531,2020.10.23,"45,500","-1,000","46,400","46,750","45,450","512,008"
532,2020.10.22,"46,500",-150,"47,000","47,300","46,300","657,267"
533,2020.10.21,"46,650","+1,900","45,000","47,300","44,950","1,359,297"
534,2020.10.20,"44,750",-300,"44,500","45,400","44,000","807,867"
535,2020.10.19,"45,050",-800,"45,850","46,350","45,000","678,392"
536,2020.10.16,"45,850",-450,"46,100","46,900","45,500","899,954"
537,2020.10.15,"46,300","-1,950","48,000","48,150","45,750","1,556,423"
538,2020.10.14,"48,250",-900,"49,300","49,550","48,000","1,094,816"
539,2020.10.13,"49,150",+50,"49,650","50,700","48,550","1,845,095"
540,2020.10.12,"49,100","-3,900","45,350","49,800","45,300","6,330,061"
541,2020.10.08,"53,000","-1,500","53,100","54,000","53,000","1,074,274"
542,2020.10.07,"54,500",+200,"54,200","55,000","53,600","486,108"
543,2020.10.06,"54,300",+100,"54,500","56,300","54,100","1,108,491"
544,2020.10.05,"54,200","-2,000","55,400","55,700","53,500","1,084,588"
545,2020.09.29,"56,200","+5,000","51,900","59,000","51,600","5,973,601"
546,2020.09.28,"51,200","+1,000","51,000","52,300","50,300","1,175,400"
547,2020.09.25,"50,200","-1,000","51,800","52,700","50,000","1,460,915"
548,2020.09.24,"51,200","-4,600","54,100","54,700","51,200","1,817,508"
549,2020.09.23,"55,800",0,"56,500","58,500","55,700","2,348,911"
550,2020.09.22,"55,800","-3,700","59,400","59,400","55,700","2,177,965"
551,2020.09.21,"59,500","-3,900","63,400","63,400","59,000","2,796,724"
552,2020.09.18,"63,400","-1,200","65,400","65,700","62,800","1,914,512"
553,2020.09.17,"64,600","-1,700","67,000","67,800","64,600","2,373,993"
554,2020.09.16,"66,300","-1,200","66,200","69,500","65,400","5,054,826"
555,2020.09.15,"67,500","-6,300","69,900","71,200","67,100","8,309,414"
556,2020.09.14,"73,800","-7,300","86,500","89,100","73,400","20,213,705"
557,2020.09.11,"81,100","-7,300","81,100","81,100","81,100","5,013,124"
558,2020.09.10,"62,400","-7,300","48,000","62,400","48,000","561,750"
