,제목,링크,정보제공,날짜
486,"
카카오페이 주가 반등 가능성은? 증권가 ""금융서비스 성장 전까지 보수적...
",https://finance.naver.com//item/news_read.naver?article_id=0002052851&office_id=016&code=377300&page=21&sm=title_entity_id.basic,헤럴드경제, 2022.10.15 08:02
487,"
카카오페이, 유엔글로벌콤팩트 가입
",https://finance.naver.com//item/news_read.naver?article_id=0002288230&office_id=123&code=377300&page=21&sm=title_entity_id.basic,조세일보, 2022.10.14 16:29
488,"
카카오페이, 핀테크 업계 최초 '유엔글로벌콤팩트' 가입
",https://finance.naver.com//item/news_read.naver?article_id=0004805738&office_id=008&code=377300&page=21&sm=title_entity_id.basic,머니투데이, 2022.10.14 10:39
489,"
카카오페이, 국내 핀테크 최초 유엔글로벌콤팩트 가입
",https://finance.naver.com//item/news_read.naver?article_id=0002052588&office_id=016&code=377300&page=21&sm=title_entity_id.basic,헤럴드경제, 2022.10.14 10:34
490,"
카카오페이, ‘핀테크 업계 최초’ 유엔글로벌콤팩트 가입
",https://finance.naver.com//item/news_read.naver?article_id=0000031972&office_id=243&code=377300&page=21&sm=title_entity_id.basic,이코노미스트, 2022.10.14 09:45
491,"
카카오페이, 핀테크 업계 최초 유엔 지속가능성 추구 조직 가입
",https://finance.naver.com//item/news_read.naver?article_id=0005161579&office_id=277&code=377300&page=21&sm=title_entity_id.basic,아시아경제, 2022.10.14 09:18
492,"
(영상)카카오페이, 우리사주 손실 막으려 담보금 145억원 지원
",https://finance.naver.com//item/news_read.naver?article_id=0005341341&office_id=018&code=377300&page=21&sm=title_entity_id.basic,이데일리, 2022.10.14 10:27
493,"
카카오페이, 핀테크 업계 최초 '유엔글로벌콤팩트' 가입
",https://finance.naver.com//item/news_read.naver?article_id=0004805738&office_id=008&code=377300&page=22&sm=title_entity_id.basic,머니투데이, 2022.10.14 10:39
494,"
카카오페이, 국내 핀테크 최초 유엔글로벌콤팩트 가입
",https://finance.naver.com//item/news_read.naver?article_id=0002052588&office_id=016&code=377300&page=22&sm=title_entity_id.basic,헤럴드경제, 2022.10.14 10:34
495,"
카카오페이, ‘핀테크 업계 최초’ 유엔글로벌콤팩트 가입
",https://finance.naver.com//item/news_read.naver?article_id=0000031972&office_id=243&code=377300&page=22&sm=title_entity_id.basic,이코노미스트, 2022.10.14 09:45
496,"
카카오페이, 핀테크 업계 최초 유엔 지속가능성 추구 조직 가입
",https://finance.naver.com//item/news_read.naver?article_id=0005161579&office_id=277&code=377300&page=22&sm=title_entity_id.basic,아시아경제, 2022.10.14 09:18
497,"
(영상)카카오페이, 우리사주 손실 막으려 담보금 145억원 지원
",https://finance.naver.com//item/news_read.naver?article_id=0005341341&office_id=018&code=377300&page=22&sm=title_entity_id.basic,이데일리, 2022.10.14 10:27
498,"
카카오페이 목표주가 반토막 낸 SK證…사실상 “팔아라”
",https://finance.naver.com//item/news_read.naver?article_id=0000031976&office_id=243&code=377300&page=22&sm=title_entity_id.basic,이코노미스트, 2022.10.14 10:06
499,"
카카오페이, 매출 성장 둔화...목표가↓-DB금융투자
",https://finance.naver.com//item/news_read.naver?article_id=0004912848&office_id=014&code=377300&page=22&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.14 09:09
500,"
한국투자증권 “카카오페이, 실적 부진·밸류에이션 부담...투자의견 ‘중...
",https://finance.naver.com//item/news_read.naver?article_id=0000847298&office_id=366&code=377300&page=22&sm=title_entity_id.basic,조선비즈, 2022.10.14 08:40
501,"
카카오페이, 밸류에이션 부담…투자의견 '중립' 하향 -한국
",https://finance.naver.com//item/news_read.naver?article_id=0005341148&office_id=018&code=377300&page=22&sm=title_entity_id.basic,이데일리, 2022.10.14 08:04
502,"
카카오페이, ""대출 중개·증권 실적 기대 못 미쳐""…투자의견 중립으로...
",https://finance.naver.com//item/news_read.naver?article_id=0004805634&office_id=008&code=377300&page=22&sm=title_entity_id.basic,머니투데이, 2022.10.14 07:48
503,"
""카카오페이, 금융서비스 성장 필요…목표가 '중립'으로 하향""-한국
",https://finance.naver.com//item/news_read.naver?article_id=0004762158&office_id=015&code=377300&page=22&sm=title_entity_id.basic,한국경제, 2022.10.14 07:38
504,"
""카카오페이, 담보금 145억으로 우리사주 손실 메우려 했다""
",https://finance.naver.com//item/news_read.naver?article_id=0005161416&office_id=277&code=377300&page=22&sm=title_entity_id.basic,아시아경제, 2022.10.13 21:03
505,"
카카오뱅크에 이어..""카카오페이도 우리 사주에 100억원대 지원""
",https://finance.naver.com//item/news_read.naver?article_id=0004912734&office_id=014&code=377300&page=22&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.13 20:38
506,"
""수억 날리고, 신불자 될 판"" 직원 패닉에…카카오페이, 결국 145...
",https://finance.naver.com//item/news_read.naver?article_id=0004110003&office_id=011&code=377300&page=22&sm=title_entity_id.basic,서울경제, 2022.10.13 18:16
507,"
카카오페이, 주가 1/3토막에 우리사주 반대매매 방지 143억 지원
",https://finance.naver.com//item/news_read.naver?article_id=0004805380&office_id=008&code=377300&page=22&sm=title_entity_id.basic,머니투데이, 2022.10.13 15:25
508,"
반대매매 위기 맞은 카카오페이, 우리사주 손실에 145억 지원
",https://finance.naver.com//item/news_read.naver?article_id=0004109772&office_id=011&code=377300&page=22&sm=title_entity_id.basic,서울경제, 2022.10.13 14:27
509,"
네이버·카카오페이 충전금 소비자 보호 강화
",https://finance.naver.com//item/news_read.naver?article_id=0004912673&office_id=014&code=377300&page=22&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.13 18:18
510,"
네이버·카카오페이 충전금 보호 강화
",https://finance.naver.com//item/news_read.naver?article_id=0005029949&office_id=009&code=377300&page=22&sm=title_entity_id.basic,매일경제, 2022.10.13 17:41
511,"
""네이버·카카오페이, 예탁금 보호 강화한다""
",https://finance.naver.com//item/news_read.naver?article_id=0004761923&office_id=015&code=377300&page=22&sm=title_entity_id.basic,한국경제, 2022.10.13 17:30
512,"
네이버·카카오페이 충전금 어떻게?…금융당국, 예탁금 보호 방안 마련
",https://finance.naver.com//item/news_read.naver?article_id=0000031901&office_id=243&code=377300&page=22&sm=title_entity_id.basic,이코노미스트, 2022.10.13 14:01
513,"
금융위, 네이버·카카오페이 예탁금 보호강화 방안 마련한다
",https://finance.naver.com//item/news_read.naver?article_id=0004761663&office_id=015&code=377300&page=22&sm=title_entity_id.basic,한국경제, 2022.10.13 11:11
514,"
금융위, 네이버페이·카카오페이 '예탁금 보호 강화' 추진
",https://finance.naver.com//item/news_read.naver?article_id=0004761650&office_id=015&code=377300&page=22&sm=title_entity_id.basic,한국경제, 2022.10.13 10:41
515,"
금융당국, '네이버·카카오페이' 선불충전금 보호 방안 논의
",https://finance.naver.com//item/news_read.naver?article_id=0004805204&office_id=008&code=377300&page=22&sm=title_entity_id.basic,머니투데이, 2022.10.13 10:33
516,"
금융위, 네이버·카카오페이 이용자예탁금 보호 강화 방안 모색
",https://finance.naver.com//item/news_read.naver?article_id=0000847055&office_id=366&code=377300&page=22&sm=title_entity_id.basic,조선비즈, 2022.10.13 10:30
517,"
카카오페이손해보험 영업 스타트... 1호 상품 '금융안심보험' 내놨다
",https://finance.naver.com//item/news_read.naver?article_id=0004911351&office_id=014&code=377300&page=22&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.11 17:56
518,"
카카오페이손보 영업 개시…첫 상품은 보이스피싱 보험
",https://finance.naver.com//item/news_read.naver?article_id=0005028674&office_id=009&code=377300&page=22&sm=title_entity_id.basic,매일경제, 2022.10.11 17:46
519,"
카카오페이손해보험, '함께하는 금융안심보험' 출시로 첫 행보
",https://finance.naver.com//item/news_read.naver?article_id=0004911168&office_id=014&code=377300&page=22&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.11 13:24
520,"
카카오페이손보, 영업개시...“보험 본연의 가치 살릴 것”
",https://finance.naver.com//item/news_read.naver?article_id=0005338513&office_id=018&code=377300&page=22&sm=title_entity_id.basic,이데일리, 2022.10.11 10:07
521,"
""가장 사랑받는 보험사 될 것""…베일 벗은 카카오페이손보, 첫 상품은...
",https://finance.naver.com//item/news_read.naver?article_id=0000031726&office_id=243&code=377300&page=22&sm=title_entity_id.basic,이코노미스트, 2022.10.11 09:33
522,"
카카오페이손보 첫 출격… ‘함께하는 금융안심보험’ 출시
",https://finance.naver.com//item/news_read.naver?article_id=0000846403&office_id=366&code=377300&page=22&sm=title_entity_id.basic,조선비즈, 2022.10.11 09:27
523,"
카카오페이손보 1호 상품은 '금융안심보험'
",https://finance.naver.com//item/news_read.naver?article_id=0004760655&office_id=015&code=377300&page=22&sm=title_entity_id.basic,한국경제, 2022.10.11 17:23
524,"
카카오페이손보, 첫 상품 '금융안심보험' 출시
",https://finance.naver.com//item/news_read.naver?article_id=0005159876&office_id=277&code=377300&page=22&sm=title_entity_id.basic,아시아경제, 2022.10.11 12:51
525,"
카카오페이손보, 첫 상품은 보이스피싱 보험…""보험금 수령 2개월 단축...
",https://finance.naver.com//item/news_read.naver?article_id=0004760471&office_id=015&code=377300&page=22&sm=title_entity_id.basic,한국경제, 2022.10.11 11:40
526,"
빅테크 최초의 손해보험 첫 행보…카카오페이손보 ‘금융안심보험’ 출시
",https://finance.naver.com//item/news_read.naver?article_id=0002051055&office_id=016&code=377300&page=22&sm=title_entity_id.basic,헤럴드경제, 2022.10.11 11:15
527,"
카카오페이손보, 첫 상품은 보이스 피싱 대비 ‘금융안심단체보험’
",https://finance.naver.com//item/news_read.naver?article_id=0002050989&office_id=016&code=377300&page=22&sm=title_entity_id.basic,헤럴드경제, 2022.10.11 10:27
528,"
'빅테크 최초' 카카오페이손보 출격…첫 상품 '금융안심보험' 내놨다
",https://finance.naver.com//item/news_read.naver?article_id=0004760405&office_id=015&code=377300&page=22&sm=title_entity_id.basic,한국경제, 2022.10.11 10:21
529,"
카카오페이손보, 첫 상품 ‘함께하는 금융안심보험’ 출시
",https://finance.naver.com//item/news_read.naver?article_id=0002287799&office_id=123&code=377300&page=22&sm=title_entity_id.basic,조세일보, 2022.10.11 09:27
530,"
카카오페이손보, 첫 상품은 보이스피싱 피해 보장 보험
",https://finance.naver.com//item/news_read.naver?article_id=0004108529&office_id=011&code=377300&page=22&sm=title_entity_id.basic,서울경제, 2022.10.11 09:13
531,"
토스·카카오페이 등 선불업체 악용 보이스피싱, 310배 폭증
",https://finance.naver.com//item/news_read.naver?article_id=0000031750&office_id=243&code=377300&page=22&sm=title_entity_id.basic,이코노미스트, 2022.10.11 14:46
532,"
""카카오페이, 금융서비스 성장 필요…목표가 '중립'으로 하향""-한국
",https://finance.naver.com//item/news_read.naver?article_id=0004762158&office_id=015&code=377300&page=23&sm=title_entity_id.basic,한국경제, 2022.10.14 07:38
533,"
""카카오페이, 담보금 145억으로 우리사주 손실 메우려 했다""
",https://finance.naver.com//item/news_read.naver?article_id=0005161416&office_id=277&code=377300&page=23&sm=title_entity_id.basic,아시아경제, 2022.10.13 21:03
534,"
카카오뱅크에 이어..""카카오페이도 우리 사주에 100억원대 지원""
",https://finance.naver.com//item/news_read.naver?article_id=0004912734&office_id=014&code=377300&page=23&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.13 20:38
535,"
""수억 날리고, 신불자 될 판"" 직원 패닉에…카카오페이, 결국 145...
",https://finance.naver.com//item/news_read.naver?article_id=0004110003&office_id=011&code=377300&page=23&sm=title_entity_id.basic,서울경제, 2022.10.13 18:16
536,"
카카오페이, 주가 1/3토막에 우리사주 반대매매 방지 143억 지원
",https://finance.naver.com//item/news_read.naver?article_id=0004805380&office_id=008&code=377300&page=23&sm=title_entity_id.basic,머니투데이, 2022.10.13 15:25
537,"
반대매매 위기 맞은 카카오페이, 우리사주 손실에 145억 지원
",https://finance.naver.com//item/news_read.naver?article_id=0004109772&office_id=011&code=377300&page=23&sm=title_entity_id.basic,서울경제, 2022.10.13 14:27
538,"
네이버·카카오페이 충전금 소비자 보호 강화
",https://finance.naver.com//item/news_read.naver?article_id=0004912673&office_id=014&code=377300&page=23&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.13 18:18
539,"
네이버·카카오페이 충전금 보호 강화
",https://finance.naver.com//item/news_read.naver?article_id=0005029949&office_id=009&code=377300&page=23&sm=title_entity_id.basic,매일경제, 2022.10.13 17:41
540,"
""네이버·카카오페이, 예탁금 보호 강화한다""
",https://finance.naver.com//item/news_read.naver?article_id=0004761923&office_id=015&code=377300&page=23&sm=title_entity_id.basic,한국경제, 2022.10.13 17:30
541,"
네이버·카카오페이 충전금 어떻게?…금융당국, 예탁금 보호 방안 마련
",https://finance.naver.com//item/news_read.naver?article_id=0000031901&office_id=243&code=377300&page=23&sm=title_entity_id.basic,이코노미스트, 2022.10.13 14:01
542,"
금융위, 네이버·카카오페이 예탁금 보호강화 방안 마련한다
",https://finance.naver.com//item/news_read.naver?article_id=0004761663&office_id=015&code=377300&page=23&sm=title_entity_id.basic,한국경제, 2022.10.13 11:11
543,"
금융위, 네이버페이·카카오페이 '예탁금 보호 강화' 추진
",https://finance.naver.com//item/news_read.naver?article_id=0004761650&office_id=015&code=377300&page=23&sm=title_entity_id.basic,한국경제, 2022.10.13 10:41
544,"
금융당국, '네이버·카카오페이' 선불충전금 보호 방안 논의
",https://finance.naver.com//item/news_read.naver?article_id=0004805204&office_id=008&code=377300&page=23&sm=title_entity_id.basic,머니투데이, 2022.10.13 10:33
545,"
금융위, 네이버·카카오페이 이용자예탁금 보호 강화 방안 모색
",https://finance.naver.com//item/news_read.naver?article_id=0000847055&office_id=366&code=377300&page=23&sm=title_entity_id.basic,조선비즈, 2022.10.13 10:30
546,"
카카오페이손해보험 영업 스타트... 1호 상품 '금융안심보험' 내놨다
",https://finance.naver.com//item/news_read.naver?article_id=0004911351&office_id=014&code=377300&page=23&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.11 17:56
547,"
카카오페이손보 영업 개시…첫 상품은 보이스피싱 보험
",https://finance.naver.com//item/news_read.naver?article_id=0005028674&office_id=009&code=377300&page=23&sm=title_entity_id.basic,매일경제, 2022.10.11 17:46
548,"
카카오페이손해보험, '함께하는 금융안심보험' 출시로 첫 행보
",https://finance.naver.com//item/news_read.naver?article_id=0004911168&office_id=014&code=377300&page=23&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.11 13:24
549,"
카카오페이손보, 영업개시...“보험 본연의 가치 살릴 것”
",https://finance.naver.com//item/news_read.naver?article_id=0005338513&office_id=018&code=377300&page=23&sm=title_entity_id.basic,이데일리, 2022.10.11 10:07
550,"
""가장 사랑받는 보험사 될 것""…베일 벗은 카카오페이손보, 첫 상품은...
",https://finance.naver.com//item/news_read.naver?article_id=0000031726&office_id=243&code=377300&page=23&sm=title_entity_id.basic,이코노미스트, 2022.10.11 09:33
551,"
카카오페이손보 첫 출격… ‘함께하는 금융안심보험’ 출시
",https://finance.naver.com//item/news_read.naver?article_id=0000846403&office_id=366&code=377300&page=23&sm=title_entity_id.basic,조선비즈, 2022.10.11 09:27
552,"
카카오페이손보 1호 상품은 '금융안심보험'
",https://finance.naver.com//item/news_read.naver?article_id=0004760655&office_id=015&code=377300&page=23&sm=title_entity_id.basic,한국경제, 2022.10.11 17:23
553,"
카카오페이손보, 첫 상품 '금융안심보험' 출시
",https://finance.naver.com//item/news_read.naver?article_id=0005159876&office_id=277&code=377300&page=23&sm=title_entity_id.basic,아시아경제, 2022.10.11 12:51
554,"
카카오페이손보, 첫 상품은 보이스피싱 보험…""보험금 수령 2개월 단축...
",https://finance.naver.com//item/news_read.naver?article_id=0004760471&office_id=015&code=377300&page=23&sm=title_entity_id.basic,한국경제, 2022.10.11 11:40
555,"
빅테크 최초의 손해보험 첫 행보…카카오페이손보 ‘금융안심보험’ 출시
",https://finance.naver.com//item/news_read.naver?article_id=0002051055&office_id=016&code=377300&page=23&sm=title_entity_id.basic,헤럴드경제, 2022.10.11 11:15
556,"
카카오페이손보, 첫 상품은 보이스 피싱 대비 ‘금융안심단체보험’
",https://finance.naver.com//item/news_read.naver?article_id=0002050989&office_id=016&code=377300&page=23&sm=title_entity_id.basic,헤럴드경제, 2022.10.11 10:27
557,"
'빅테크 최초' 카카오페이손보 출격…첫 상품 '금융안심보험' 내놨다
",https://finance.naver.com//item/news_read.naver?article_id=0004760405&office_id=015&code=377300&page=23&sm=title_entity_id.basic,한국경제, 2022.10.11 10:21
558,"
카카오페이손보, 첫 상품 ‘함께하는 금융안심보험’ 출시
",https://finance.naver.com//item/news_read.naver?article_id=0002287799&office_id=123&code=377300&page=23&sm=title_entity_id.basic,조세일보, 2022.10.11 09:27
559,"
카카오페이손보, 첫 상품은 보이스피싱 피해 보장 보험
",https://finance.naver.com//item/news_read.naver?article_id=0004108529&office_id=011&code=377300&page=23&sm=title_entity_id.basic,서울경제, 2022.10.11 09:13
560,"
토스·카카오페이 등 선불업체 악용 보이스피싱, 310배 폭증
",https://finance.naver.com//item/news_read.naver?article_id=0000031750&office_id=243&code=377300&page=23&sm=title_entity_id.basic,이코노미스트, 2022.10.11 14:46
561,"
[클릭 e종목]카카오페이 70% 폭락 여파…카카오, 목표가 '줄하향'
",https://finance.naver.com//item/news_read.naver?article_id=0005159583&office_id=277&code=377300&page=23&sm=title_entity_id.basic,아시아경제, 2022.10.11 08:40
562,"
외국계 '매도' 리포트에 추락…네이버·카카오페이 52주 신저가
",https://finance.naver.com//item/news_read.naver?article_id=0005158993&office_id=277&code=377300&page=23&sm=title_entity_id.basic,아시아경제, 2022.10.08 08:00
563,"
유상증자 참여에 매도 리포트까지…카카오페이, 10% 급락 '신저가'
",https://finance.naver.com//item/news_read.naver?article_id=0005027172&office_id=009&code=377300&page=23&sm=title_entity_id.basic,매일경제, 2022.10.07 10:40
564,"
[특징주]악재 겹친 카카오페이, 장중 10% 급락…'신저가' 행진
",https://finance.naver.com//item/news_read.naver?article_id=0005158549&office_id=277&code=377300&page=23&sm=title_entity_id.basic,아시아경제, 2022.10.07 09:43
565,"
""SELL"" 리포트 나오자 10% 넘게 '뚝'…카카오페이 또 신저가
",https://finance.naver.com//item/news_read.naver?article_id=0004803243&office_id=008&code=377300&page=23&sm=title_entity_id.basic,머니투데이, 2022.10.07 09:33
566,"
[특징주] 카카오페이, 유상증자 참여 등 연이은 악재에 52주 신저가
",https://finance.naver.com//item/news_read.naver?article_id=0004107604&office_id=011&code=377300&page=23&sm=title_entity_id.basic,서울경제, 2022.10.07 09:21
567,"
씨티증권, 카카오페이 '매도'…""영업적자 내년까지 지속 전망""
",https://finance.naver.com//item/news_read.naver?article_id=0005158619&office_id=277&code=377300&page=23&sm=title_entity_id.basic,아시아경제, 2022.10.07 10:36
568,"
카카오페이 '매도' 리포트에 10% 급락…개미들 '패닉'
",https://finance.naver.com//item/news_read.naver?article_id=0004759238&office_id=015&code=377300&page=23&sm=title_entity_id.basic,한국경제, 2022.10.07 10:14
569,"
금융위, 네이버·카카오페이 예탁금 보호강화 방안 마련한다
",https://finance.naver.com//item/news_read.naver?article_id=0004761663&office_id=015&code=377300&page=24&sm=title_entity_id.basic,한국경제, 2022.10.13 11:11
570,"
금융위, 네이버페이·카카오페이 '예탁금 보호 강화' 추진
",https://finance.naver.com//item/news_read.naver?article_id=0004761650&office_id=015&code=377300&page=24&sm=title_entity_id.basic,한국경제, 2022.10.13 10:41
571,"
금융당국, '네이버·카카오페이' 선불충전금 보호 방안 논의
",https://finance.naver.com//item/news_read.naver?article_id=0004805204&office_id=008&code=377300&page=24&sm=title_entity_id.basic,머니투데이, 2022.10.13 10:33
572,"
금융위, 네이버·카카오페이 이용자예탁금 보호 강화 방안 모색
",https://finance.naver.com//item/news_read.naver?article_id=0000847055&office_id=366&code=377300&page=24&sm=title_entity_id.basic,조선비즈, 2022.10.13 10:30
573,"
카카오페이손해보험 영업 스타트... 1호 상품 '금융안심보험' 내놨다
",https://finance.naver.com//item/news_read.naver?article_id=0004911351&office_id=014&code=377300&page=24&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.11 17:56
574,"
카카오페이손보 영업 개시…첫 상품은 보이스피싱 보험
",https://finance.naver.com//item/news_read.naver?article_id=0005028674&office_id=009&code=377300&page=24&sm=title_entity_id.basic,매일경제, 2022.10.11 17:46
575,"
카카오페이손해보험, '함께하는 금융안심보험' 출시로 첫 행보
",https://finance.naver.com//item/news_read.naver?article_id=0004911168&office_id=014&code=377300&page=24&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.11 13:24
576,"
카카오페이손보, 영업개시...“보험 본연의 가치 살릴 것”
",https://finance.naver.com//item/news_read.naver?article_id=0005338513&office_id=018&code=377300&page=24&sm=title_entity_id.basic,이데일리, 2022.10.11 10:07
577,"
""가장 사랑받는 보험사 될 것""…베일 벗은 카카오페이손보, 첫 상품은...
",https://finance.naver.com//item/news_read.naver?article_id=0000031726&office_id=243&code=377300&page=24&sm=title_entity_id.basic,이코노미스트, 2022.10.11 09:33
578,"
카카오페이손보 첫 출격… ‘함께하는 금융안심보험’ 출시
",https://finance.naver.com//item/news_read.naver?article_id=0000846403&office_id=366&code=377300&page=24&sm=title_entity_id.basic,조선비즈, 2022.10.11 09:27
579,"
카카오페이손보 1호 상품은 '금융안심보험'
",https://finance.naver.com//item/news_read.naver?article_id=0004760655&office_id=015&code=377300&page=24&sm=title_entity_id.basic,한국경제, 2022.10.11 17:23
580,"
카카오페이손보, 첫 상품 '금융안심보험' 출시
",https://finance.naver.com//item/news_read.naver?article_id=0005159876&office_id=277&code=377300&page=24&sm=title_entity_id.basic,아시아경제, 2022.10.11 12:51
581,"
카카오페이손보, 첫 상품은 보이스피싱 보험…""보험금 수령 2개월 단축...
",https://finance.naver.com//item/news_read.naver?article_id=0004760471&office_id=015&code=377300&page=24&sm=title_entity_id.basic,한국경제, 2022.10.11 11:40
582,"
빅테크 최초의 손해보험 첫 행보…카카오페이손보 ‘금융안심보험’ 출시
",https://finance.naver.com//item/news_read.naver?article_id=0002051055&office_id=016&code=377300&page=24&sm=title_entity_id.basic,헤럴드경제, 2022.10.11 11:15
583,"
카카오페이손보, 첫 상품은 보이스 피싱 대비 ‘금융안심단체보험’
",https://finance.naver.com//item/news_read.naver?article_id=0002050989&office_id=016&code=377300&page=24&sm=title_entity_id.basic,헤럴드경제, 2022.10.11 10:27
584,"
'빅테크 최초' 카카오페이손보 출격…첫 상품 '금융안심보험' 내놨다
",https://finance.naver.com//item/news_read.naver?article_id=0004760405&office_id=015&code=377300&page=24&sm=title_entity_id.basic,한국경제, 2022.10.11 10:21
585,"
카카오페이손보, 첫 상품 ‘함께하는 금융안심보험’ 출시
",https://finance.naver.com//item/news_read.naver?article_id=0002287799&office_id=123&code=377300&page=24&sm=title_entity_id.basic,조세일보, 2022.10.11 09:27
586,"
카카오페이손보, 첫 상품은 보이스피싱 피해 보장 보험
",https://finance.naver.com//item/news_read.naver?article_id=0004108529&office_id=011&code=377300&page=24&sm=title_entity_id.basic,서울경제, 2022.10.11 09:13
587,"
토스·카카오페이 등 선불업체 악용 보이스피싱, 310배 폭증
",https://finance.naver.com//item/news_read.naver?article_id=0000031750&office_id=243&code=377300&page=24&sm=title_entity_id.basic,이코노미스트, 2022.10.11 14:46
588,"
[클릭 e종목]카카오페이 70% 폭락 여파…카카오, 목표가 '줄하향'
",https://finance.naver.com//item/news_read.naver?article_id=0005159583&office_id=277&code=377300&page=24&sm=title_entity_id.basic,아시아경제, 2022.10.11 08:40
589,"
외국계 '매도' 리포트에 추락…네이버·카카오페이 52주 신저가
",https://finance.naver.com//item/news_read.naver?article_id=0005158993&office_id=277&code=377300&page=24&sm=title_entity_id.basic,아시아경제, 2022.10.08 08:00
590,"
유상증자 참여에 매도 리포트까지…카카오페이, 10% 급락 '신저가'
",https://finance.naver.com//item/news_read.naver?article_id=0005027172&office_id=009&code=377300&page=24&sm=title_entity_id.basic,매일경제, 2022.10.07 10:40
591,"
[특징주]악재 겹친 카카오페이, 장중 10% 급락…'신저가' 행진
",https://finance.naver.com//item/news_read.naver?article_id=0005158549&office_id=277&code=377300&page=24&sm=title_entity_id.basic,아시아경제, 2022.10.07 09:43
592,"
""SELL"" 리포트 나오자 10% 넘게 '뚝'…카카오페이 또 신저가
",https://finance.naver.com//item/news_read.naver?article_id=0004803243&office_id=008&code=377300&page=24&sm=title_entity_id.basic,머니투데이, 2022.10.07 09:33
593,"
[특징주] 카카오페이, 유상증자 참여 등 연이은 악재에 52주 신저가
",https://finance.naver.com//item/news_read.naver?article_id=0004107604&office_id=011&code=377300&page=24&sm=title_entity_id.basic,서울경제, 2022.10.07 09:21
594,"
씨티증권, 카카오페이 '매도'…""영업적자 내년까지 지속 전망""
",https://finance.naver.com//item/news_read.naver?article_id=0005158619&office_id=277&code=377300&page=24&sm=title_entity_id.basic,아시아경제, 2022.10.07 10:36
595,"
카카오페이 '매도' 리포트에 10% 급락…개미들 '패닉'
",https://finance.naver.com//item/news_read.naver?article_id=0004759238&office_id=015&code=377300&page=24&sm=title_entity_id.basic,한국경제, 2022.10.07 10:14
596,"
[공시줍줍]카카오페이증권 유증에 나홀로 참여한 카카오페이
",https://finance.naver.com//item/news_read.naver?article_id=0000010853&office_id=648&code=377300&page=24&sm=title_entity_id.basic,비즈니스워치, 2022.10.06 07:01
597,"
카카오페이가 ‘당신에게 꼭~ 맞는 카드’ 추천해드려요.
",https://finance.naver.com//item/news_read.naver?article_id=0000077589&office_id=024&code=377300&page=24&sm=title_entity_id.basic,매경이코노미, 2022.10.05 19:55
598,"
카카오페이, 사용자 맞춤형 ‘카드추천’ 서비스 시작
",https://finance.naver.com//item/news_read.naver?article_id=0002287481&office_id=123&code=377300&page=24&sm=title_entity_id.basic,조세일보, 2022.10.05 16:53
599,"
카카오페이, 사용자 맞춤형 ‘카드추천’ 서비스 제공
",https://finance.naver.com//item/news_read.naver?article_id=0000845362&office_id=366&code=377300&page=24&sm=title_entity_id.basic,조선비즈, 2022.10.05 14:46
600,"
카카오페이, 맞춤형 '카드추천' 서비스 시작
",https://finance.naver.com//item/news_read.naver?article_id=0004802266&office_id=008&code=377300&page=24&sm=title_entity_id.basic,머니투데이, 2022.10.05 14:20
601,"
카카오페이가 내 소비 분석해 카드 추천해준다
",https://finance.naver.com//item/news_read.naver?article_id=0005026050&office_id=009&code=377300&page=24&sm=title_entity_id.basic,매일경제, 2022.10.05 13:55
602,"
카카오페이 '마이데이터+결제데이터' 기반 맞춤형 카드추천 서비스 개시
",https://finance.naver.com//item/news_read.naver?article_id=0004106481&office_id=011&code=377300&page=24&sm=title_entity_id.basic,서울경제, 2022.10.05 10:11
603,"
카카오페이 “나에게 꼭 맞는 카드, 100여개 중 추천해드립니다”
",https://finance.naver.com//item/news_read.naver?article_id=0000031472&office_id=243&code=377300&page=24&sm=title_entity_id.basic,이코노미스트, 2022.10.05 09:48
604,"
카카오페이, ‘카드추천’ 서비스 시작…“비금융 정보 활용할 것”
",https://finance.naver.com//item/news_read.naver?article_id=0002048851&office_id=016&code=377300&page=24&sm=title_entity_id.basic,헤럴드경제, 2022.10.05 09:42
605,"
카카오페이, 사용자 맞춤형 ‘카드추천’ 서비스 시작
",https://finance.naver.com//item/news_read.naver?article_id=0005157160&office_id=277&code=377300&page=24&sm=title_entity_id.basic,아시아경제, 2022.10.05 09:31
606,"
카카오페이, 맞춤형 ‘카드추천’ 서비스
",https://finance.naver.com//item/news_read.naver?article_id=0004908677&office_id=014&code=377300&page=24&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.05 09:25
607,"
카카오페이손보, 첫 상품은 보이스피싱 보험…""보험금 수령 2개월 단축""
",https://finance.naver.com//item/news_read.naver?article_id=0004760471&office_id=015&code=377300&page=25&sm=title_entity_id.basic,한국경제, 2022.10.11 11:40
