,제목,링크,정보제공,날짜
821,"
""최대 1억까지 대출""...카카오뱅크, 개인사업자 뱅킹 진출
",https://finance.naver.com//item/news_read.naver?article_id=0000062620&office_id=050&code=323410&page=31&sm=title_entity_id.basic,한경비즈니스, 2022.10.27 12:37
822,"
카카오뱅크, 저금리 대출부터 제휴카드까지...소외된 개인사업자 포용
",https://finance.naver.com//item/news_read.naver?article_id=0004919183&office_id=014&code=323410&page=31&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.27 10:31
823,"
카카오뱅크 회심의 '1억 대출'…개인사업자에 연 5.5% 출시
",https://finance.naver.com//item/news_read.naver?article_id=0005036737&office_id=009&code=323410&page=31&sm=title_entity_id.basic,매일경제, 2022.10.27 17:34
824,"
카뱅, 기업뱅킹 진출…반전카드 될 수 있을까
",https://finance.naver.com//item/news_read.naver?article_id=0000011326&office_id=648&code=323410&page=31&sm=title_entity_id.basic,비즈니스워치, 2022.10.27 16:19
825,"
창업 한달차 사장님도 대출…카카오뱅크 '개인사업자 뱅킹' 출사표
",https://finance.naver.com//item/news_read.naver?article_id=0004767970&office_id=015&code=323410&page=31&sm=title_entity_id.basic,한국경제, 2022.10.27 15:16
826,"
카카오뱅크도 자영업자 대출 내놨다…통장+카드 ’풀뱅킹’
",https://finance.naver.com//item/news_read.naver?article_id=0000078002&office_id=024&code=323410&page=31&sm=title_entity_id.basic,매경이코노미, 2022.10.27 14:39
827,"
카뱅, 개인사업자 뱅킹 시작…""사업 필수 앱 되겠다""
",https://finance.naver.com//item/news_read.naver?article_id=0004810917&office_id=008&code=323410&page=31&sm=title_entity_id.basic,머니투데이, 2022.10.27 14:06
828,"
MAU 1500만 카뱅, 개인사업자 대출 출시
",https://finance.naver.com//item/news_read.naver?article_id=0005036442&office_id=009&code=323410&page=31&sm=title_entity_id.basic,매일경제, 2022.10.27 13:45
829,"
카뱅 ‘개인사업자뱅킹’...기업 금융 첫발
",https://finance.naver.com//item/news_read.naver?article_id=0002057957&office_id=016&code=323410&page=31&sm=title_entity_id.basic,헤럴드경제, 2022.10.27 11:37
830,"
“민심 회복 발판될까”…카카오뱅크, 개인사업자뱅킹 출시
",https://finance.naver.com//item/news_read.naver?article_id=0002057844&office_id=016&code=323410&page=31&sm=title_entity_id.basic,헤럴드경제, 2022.10.27 10:31
831,"
'개인사업자 뱅킹' 선보인 카카오뱅크, ""개인·사업자 연결할 것""
",https://finance.naver.com//item/news_read.naver?article_id=0002289209&office_id=123&code=323410&page=31&sm=title_entity_id.basic,조세일보, 2022.10.27 12:07
832,"
카뱅, 기업금융 시작…개인사업자 전용 통장·카드·대출 '풀뱅킹' 출시
",https://finance.naver.com//item/news_read.naver?article_id=0004810797&office_id=008&code=323410&page=31&sm=title_entity_id.basic,머니투데이, 2022.10.27 10:42
833,"
‘대출한도 1억, 전용 통장까지’...개인사업자 시장 뛰어든 카카오뱅...
",https://finance.naver.com//item/news_read.naver?article_id=0005351446&office_id=018&code=323410&page=31&sm=title_entity_id.basic,이데일리, 2022.10.27 10:40
834,"
카카오뱅크, 드디어 ‘개인사업자 뱅킹’ 첫 발…대출·통장·카드 총망라
",https://finance.naver.com//item/news_read.naver?article_id=0000032883&office_id=243&code=323410&page=31&sm=title_entity_id.basic,이코노미스트, 2022.10.27 10:39
835,"
카카오뱅크, '개인사업자 뱅킹' 출시...기업금융 첫 발
",https://finance.naver.com//item/news_read.naver?article_id=0005167988&office_id=277&code=323410&page=31&sm=title_entity_id.basic,아시아경제, 2022.10.27 10:35
836,"
카카오뱅크, '개인사업자 뱅킹' 출시하며 기업 금융 첫 발…개인사업자...
",https://finance.naver.com//item/news_read.naver?article_id=0004115176&office_id=011&code=323410&page=31&sm=title_entity_id.basic,서울경제, 2022.10.27 10:31
837,"
카뱅 비상대응 특별점검반 신설
",https://finance.naver.com//item/news_read.naver?article_id=0004918203&office_id=014&code=323410&page=31&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.25 18:15
838,"
카카오뱅크, 재해 대비 비상대응특별점검반 만든다
",https://finance.naver.com//item/news_read.naver?article_id=0004918024&office_id=014&code=323410&page=31&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.25 15:05
839,"
카카오뱅크, 재난 등 비상대응특별점검반 꾸린다
",https://finance.naver.com//item/news_read.naver?article_id=0002056916&office_id=016&code=323410&page=31&sm=title_entity_id.basic,헤럴드경제, 2022.10.25 11:46
840,"
카카오뱅크, 비상대응특별점검반 꾸린다
",https://finance.naver.com//item/news_read.naver?article_id=0002056752&office_id=016&code=323410&page=31&sm=title_entity_id.basic,헤럴드경제, 2022.10.25 10:24
841,"
""화재·재해에도 끄떡없다""…카뱅 '비상대응특별점검반' 신설
",https://finance.naver.com//item/news_read.naver?article_id=0004809689&office_id=008&code=323410&page=31&sm=title_entity_id.basic,머니투데이, 2022.10.25 09:32
842,"
카카오뱅크, 비상대응특별점검반 꾸렸다 “고객자산 안전보호”
",https://finance.naver.com//item/news_read.naver?article_id=0005349439&office_id=018&code=323410&page=31&sm=title_entity_id.basic,이데일리, 2022.10.25 09:24
843,"
'비상대응 특별점검반' 꾸리는 카카오뱅크…분위기 반전 통할까
",https://finance.naver.com//item/news_read.naver?article_id=0005349939&office_id=018&code=323410&page=31&sm=title_entity_id.basic,이데일리, 2022.10.25 16:10
844,"
카카오뱅크, 비상대응특별점검반 꾸려…‘카카오 사태’ 재발 방지
",https://finance.naver.com//item/news_read.naver?article_id=0000032682&office_id=243&code=323410&page=31&sm=title_entity_id.basic,이코노미스트, 2022.10.25 10:34
845,"
카카오뱅크, CIO 직속 비상대응특별점검반 꾸린다
",https://finance.naver.com//item/news_read.naver?article_id=0004114064&office_id=011&code=323410&page=31&sm=title_entity_id.basic,서울경제, 2022.10.25 09:40
846,"
카카오뱅크, 비상대응특별점검반 신설… “화재 등 비상사태 대응 강화”
",https://finance.naver.com//item/news_read.naver?article_id=0000849793&office_id=366&code=323410&page=31&sm=title_entity_id.basic,조선비즈, 2022.10.25 09:19
847,"
카카오뱅크, CIO 직속 비상대응특별점검반 신설
",https://finance.naver.com//item/news_read.naver?article_id=0005166526&office_id=277&code=323410&page=31&sm=title_entity_id.basic,아시아경제, 2022.10.25 09:13
848,"
'카카오 먹통' 이복현 ""카뱅·카페, 검사 불가피…사고 책임 통감""
",https://finance.naver.com//item/news_read.naver?article_id=0004809555&office_id=008&code=323410&page=31&sm=title_entity_id.basic,머니투데이, 2022.10.24 21:34
849,"
이복현 ""카카오뱅크·카카오페이 검사 불가피""[2022국감]
",https://finance.naver.com//item/news_read.naver?article_id=0005349220&office_id=018&code=323410&page=31&sm=title_entity_id.basic,이데일리, 2022.10.24 21:13
850,"
개인금융 넘어 기업금융까지 손뻗는 카카오뱅크
",https://finance.naver.com//item/news_read.naver?article_id=0005352129&office_id=018&code=323410&page=32&sm=title_entity_id.basic,이데일리, 2022.10.27 17:02
851,"
(영상)카카오뱅크, '개인사업자 뱅킹' 출시...기업금융 첫 발
",https://finance.naver.com//item/news_read.naver?article_id=0005352017&office_id=018&code=323410&page=32&sm=title_entity_id.basic,이데일리, 2022.10.27 16:37
852,"
카카오뱅크, 저금리 대출부터 제휴 신용카드까지...소외된 개인사업자 ...
",https://finance.naver.com//item/news_read.naver?article_id=0004919479&office_id=014&code=323410&page=32&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.27 15:26
853,"
개인 넘어 기업금융 넘보는 카카오뱅크… 800만 개인사업자 공략
",https://finance.naver.com//item/news_read.naver?article_id=0000850610&office_id=366&code=323410&page=32&sm=title_entity_id.basic,조선비즈, 2022.10.27 14:43
854,"
카뱅, 440조 개인사업자 대출 정조준…“대출 中 절반 이상 채우겠다...
",https://finance.naver.com//item/news_read.naver?article_id=0000032904&office_id=243&code=323410&page=32&sm=title_entity_id.basic,이코노미스트, 2022.10.27 14:37
855,"
카카오뱅크, “우리 서비스 안 쓸 이유 없다”…개인사업자 뱅킹에 자신...
",https://finance.naver.com//item/news_read.naver?article_id=0002058053&office_id=016&code=323410&page=32&sm=title_entity_id.basic,헤럴드경제, 2022.10.27 14:29
856,"
""최대 1억까지 대출""...카카오뱅크, 개인사업자 뱅킹 진출
",https://finance.naver.com//item/news_read.naver?article_id=0000062620&office_id=050&code=323410&page=32&sm=title_entity_id.basic,한경비즈니스, 2022.10.27 12:37
857,"
카카오뱅크, 저금리 대출부터 제휴카드까지...소외된 개인사업자 포용
",https://finance.naver.com//item/news_read.naver?article_id=0004919183&office_id=014&code=323410&page=32&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.27 10:31
858,"
카뱅, 기업뱅킹 진출…반전카드 될 수 있을까
",https://finance.naver.com//item/news_read.naver?article_id=0000011326&office_id=648&code=323410&page=32&sm=title_entity_id.basic,비즈니스워치, 2022.10.27 16:19
859,"
창업 한달차 사장님도 대출…카카오뱅크 '개인사업자 뱅킹' 출사표
",https://finance.naver.com//item/news_read.naver?article_id=0004767970&office_id=015&code=323410&page=32&sm=title_entity_id.basic,한국경제, 2022.10.27 15:16
860,"
카카오뱅크도 자영업자 대출 내놨다…통장+카드 ’풀뱅킹’
",https://finance.naver.com//item/news_read.naver?article_id=0000078002&office_id=024&code=323410&page=32&sm=title_entity_id.basic,매경이코노미, 2022.10.27 14:39
861,"
카뱅, 개인사업자 뱅킹 시작…""사업 필수 앱 되겠다""
",https://finance.naver.com//item/news_read.naver?article_id=0004810917&office_id=008&code=323410&page=32&sm=title_entity_id.basic,머니투데이, 2022.10.27 14:06
862,"
MAU 1500만 카뱅, 개인사업자 대출 출시
",https://finance.naver.com//item/news_read.naver?article_id=0005036442&office_id=009&code=323410&page=32&sm=title_entity_id.basic,매일경제, 2022.10.27 13:45
863,"
카뱅 ‘개인사업자뱅킹’...기업 금융 첫발
",https://finance.naver.com//item/news_read.naver?article_id=0002057957&office_id=016&code=323410&page=32&sm=title_entity_id.basic,헤럴드경제, 2022.10.27 11:37
864,"
“민심 회복 발판될까”…카카오뱅크, 개인사업자뱅킹 출시
",https://finance.naver.com//item/news_read.naver?article_id=0002057844&office_id=016&code=323410&page=32&sm=title_entity_id.basic,헤럴드경제, 2022.10.27 10:31
865,"
'개인사업자 뱅킹' 선보인 카카오뱅크, ""개인·사업자 연결할 것""
",https://finance.naver.com//item/news_read.naver?article_id=0002289209&office_id=123&code=323410&page=32&sm=title_entity_id.basic,조세일보, 2022.10.27 12:07
866,"
카뱅, 기업금융 시작…개인사업자 전용 통장·카드·대출 '풀뱅킹' 출시
",https://finance.naver.com//item/news_read.naver?article_id=0004810797&office_id=008&code=323410&page=32&sm=title_entity_id.basic,머니투데이, 2022.10.27 10:42
867,"
‘대출한도 1억, 전용 통장까지’...개인사업자 시장 뛰어든 카카오뱅...
",https://finance.naver.com//item/news_read.naver?article_id=0005351446&office_id=018&code=323410&page=32&sm=title_entity_id.basic,이데일리, 2022.10.27 10:40
868,"
카카오뱅크, 드디어 ‘개인사업자 뱅킹’ 첫 발…대출·통장·카드 총망라
",https://finance.naver.com//item/news_read.naver?article_id=0000032883&office_id=243&code=323410&page=32&sm=title_entity_id.basic,이코노미스트, 2022.10.27 10:39
869,"
카카오뱅크, '개인사업자 뱅킹' 출시...기업금융 첫 발
",https://finance.naver.com//item/news_read.naver?article_id=0005167988&office_id=277&code=323410&page=32&sm=title_entity_id.basic,아시아경제, 2022.10.27 10:35
870,"
카카오뱅크, '개인사업자 뱅킹' 출시하며 기업 금융 첫 발…개인사업자...
",https://finance.naver.com//item/news_read.naver?article_id=0004115176&office_id=011&code=323410&page=32&sm=title_entity_id.basic,서울경제, 2022.10.27 10:31
871,"
카뱅 비상대응 특별점검반 신설
",https://finance.naver.com//item/news_read.naver?article_id=0004918203&office_id=014&code=323410&page=32&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.25 18:15
872,"
카카오뱅크, 재해 대비 비상대응특별점검반 만든다
",https://finance.naver.com//item/news_read.naver?article_id=0004918024&office_id=014&code=323410&page=32&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.25 15:05
873,"
카카오뱅크, 재난 등 비상대응특별점검반 꾸린다
",https://finance.naver.com//item/news_read.naver?article_id=0002056916&office_id=016&code=323410&page=32&sm=title_entity_id.basic,헤럴드경제, 2022.10.25 11:46
874,"
카카오뱅크, 비상대응특별점검반 꾸린다
",https://finance.naver.com//item/news_read.naver?article_id=0002056752&office_id=016&code=323410&page=32&sm=title_entity_id.basic,헤럴드경제, 2022.10.25 10:24
875,"
""화재·재해에도 끄떡없다""…카뱅 '비상대응특별점검반' 신설
",https://finance.naver.com//item/news_read.naver?article_id=0004809689&office_id=008&code=323410&page=32&sm=title_entity_id.basic,머니투데이, 2022.10.25 09:32
876,"
카카오뱅크, 비상대응특별점검반 꾸렸다 “고객자산 안전보호”
",https://finance.naver.com//item/news_read.naver?article_id=0005349439&office_id=018&code=323410&page=32&sm=title_entity_id.basic,이데일리, 2022.10.25 09:24
877,"
'비상대응 특별점검반' 꾸리는 카카오뱅크…분위기 반전 통할까
",https://finance.naver.com//item/news_read.naver?article_id=0005349939&office_id=018&code=323410&page=32&sm=title_entity_id.basic,이데일리, 2022.10.25 16:10
878,"
카카오뱅크, 비상대응특별점검반 꾸려…‘카카오 사태’ 재발 방지
",https://finance.naver.com//item/news_read.naver?article_id=0000032682&office_id=243&code=323410&page=32&sm=title_entity_id.basic,이코노미스트, 2022.10.25 10:34
879,"
카카오뱅크, CIO 직속 비상대응특별점검반 꾸린다
",https://finance.naver.com//item/news_read.naver?article_id=0004114064&office_id=011&code=323410&page=32&sm=title_entity_id.basic,서울경제, 2022.10.25 09:40
880,"
카카오뱅크, 비상대응특별점검반 신설… “화재 등 비상사태 대응 강화”
",https://finance.naver.com//item/news_read.naver?article_id=0000849793&office_id=366&code=323410&page=32&sm=title_entity_id.basic,조선비즈, 2022.10.25 09:19
881,"
카카오뱅크, CIO 직속 비상대응특별점검반 신설
",https://finance.naver.com//item/news_read.naver?article_id=0005166526&office_id=277&code=323410&page=32&sm=title_entity_id.basic,아시아경제, 2022.10.25 09:13
882,"
'카카오 먹통' 이복현 ""카뱅·카페, 검사 불가피…사고 책임 통감""
",https://finance.naver.com//item/news_read.naver?article_id=0004809555&office_id=008&code=323410&page=32&sm=title_entity_id.basic,머니투데이, 2022.10.24 21:34
883,"
이복현 ""카카오뱅크·카카오페이 검사 불가피""[2022국감]
",https://finance.naver.com//item/news_read.naver?article_id=0005349220&office_id=018&code=323410&page=32&sm=title_entity_id.basic,이데일리, 2022.10.24 21:13
884,"
윤호영 카뱅 대표 ""당국의 재해복구센터 실효성 강화 주문, 이미 시정 ...
",https://finance.naver.com//item/news_read.naver?article_id=0000032635&office_id=243&code=323410&page=32&sm=title_entity_id.basic,이코노미스트, 2022.10.24 17:57
885,"
전통 은행앱 치고 올라오는데…카카오뱅크, 화재로 발길까지 '뚝'
",https://finance.naver.com//item/news_read.naver?article_id=0004766382&office_id=015&code=323410&page=32&sm=title_entity_id.basic,한국경제, 2022.10.24 17:44
886,"
이복현 ""카카오뱅크·카카오페이 장애 심각...규정도 우회""[2022국감...
",https://finance.naver.com//item/news_read.naver?article_id=0005349053&office_id=018&code=323410&page=32&sm=title_entity_id.basic,이데일리, 2022.10.24 17:14
887,"
이복현 ""카카오뱅크·페이 피해보상 최소한도 늘릴 것""
",https://finance.naver.com//item/news_read.naver?article_id=0004809457&office_id=008&code=323410&page=32&sm=title_entity_id.basic,머니투데이, 2022.10.24 17:12
888,"
“카카오뱅크, ‘먹통’ 사고 보고는 하루 뒤에나”…이복현, 관련 규정...
",https://finance.naver.com//item/news_read.naver?article_id=0000849689&office_id=366&code=323410&page=32&sm=title_entity_id.basic,조선비즈, 2022.10.24 17:04
889,"
이복현 ""카카오페이 이중화 미비…카뱅 대출·이체 지장도 심각""
",https://finance.naver.com//item/news_read.naver?article_id=0004113852&office_id=011&code=323410&page=32&sm=title_entity_id.basic,서울경제, 2022.10.24 16:49
890,"
“전공 상관없다”…카카오뱅크 ‘채용연계형 인턴’ 지원자 모집
",https://finance.naver.com//item/news_read.naver?article_id=0002056274&office_id=016&code=323410&page=32&sm=title_entity_id.basic,헤럴드경제, 2022.10.24 10:46
891,"
카카오뱅크, 채용 연계형 '테크 인턴십' 지원자 모집
",https://finance.naver.com//item/news_read.naver?article_id=0002288865&office_id=123&code=323410&page=32&sm=title_entity_id.basic,조세일보, 2022.10.24 10:44
892,"
카카오뱅크, 채용 연계형 ‘테크 인턴십’ 지원자 모집
",https://finance.naver.com//item/news_read.naver?article_id=0005348362&office_id=018&code=323410&page=32&sm=title_entity_id.basic,이데일리, 2022.10.24 08:56
893,"
MAU 1500만 카뱅, 개인사업자 대출 출시
",https://finance.naver.com//item/news_read.naver?article_id=0005036442&office_id=009&code=323410&page=33&sm=title_entity_id.basic,매일경제, 2022.10.27 13:45
894,"
카뱅 ‘개인사업자뱅킹’...기업 금융 첫발
",https://finance.naver.com//item/news_read.naver?article_id=0002057957&office_id=016&code=323410&page=33&sm=title_entity_id.basic,헤럴드경제, 2022.10.27 11:37
895,"
“민심 회복 발판될까”…카카오뱅크, 개인사업자뱅킹 출시
",https://finance.naver.com//item/news_read.naver?article_id=0002057844&office_id=016&code=323410&page=33&sm=title_entity_id.basic,헤럴드경제, 2022.10.27 10:31
896,"
""최대 1억까지 대출""...카카오뱅크, 개인사업자 뱅킹 진출
",https://finance.naver.com//item/news_read.naver?article_id=0000062620&office_id=050&code=323410&page=33&sm=title_entity_id.basic,한경비즈니스, 2022.10.27 12:37
897,"
카카오뱅크, 저금리 대출부터 제휴카드까지...소외된 개인사업자 포용
",https://finance.naver.com//item/news_read.naver?article_id=0004919183&office_id=014&code=323410&page=33&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.27 10:31
898,"
'개인사업자 뱅킹' 선보인 카카오뱅크, ""개인·사업자 연결할 것""
",https://finance.naver.com//item/news_read.naver?article_id=0002289209&office_id=123&code=323410&page=33&sm=title_entity_id.basic,조세일보, 2022.10.27 12:07
899,"
카뱅, 기업금융 시작…개인사업자 전용 통장·카드·대출 '풀뱅킹' 출시
",https://finance.naver.com//item/news_read.naver?article_id=0004810797&office_id=008&code=323410&page=33&sm=title_entity_id.basic,머니투데이, 2022.10.27 10:42
900,"
‘대출한도 1억, 전용 통장까지’...개인사업자 시장 뛰어든 카카오뱅...
",https://finance.naver.com//item/news_read.naver?article_id=0005351446&office_id=018&code=323410&page=33&sm=title_entity_id.basic,이데일리, 2022.10.27 10:40
901,"
카카오뱅크, 드디어 ‘개인사업자 뱅킹’ 첫 발…대출·통장·카드 총망라
",https://finance.naver.com//item/news_read.naver?article_id=0000032883&office_id=243&code=323410&page=33&sm=title_entity_id.basic,이코노미스트, 2022.10.27 10:39
902,"
카카오뱅크, '개인사업자 뱅킹' 출시...기업금융 첫 발
",https://finance.naver.com//item/news_read.naver?article_id=0005167988&office_id=277&code=323410&page=33&sm=title_entity_id.basic,아시아경제, 2022.10.27 10:35
903,"
카카오뱅크, '개인사업자 뱅킹' 출시하며 기업 금융 첫 발…개인사업자...
",https://finance.naver.com//item/news_read.naver?article_id=0004115176&office_id=011&code=323410&page=33&sm=title_entity_id.basic,서울경제, 2022.10.27 10:31
904,"
카뱅 비상대응 특별점검반 신설
",https://finance.naver.com//item/news_read.naver?article_id=0004918203&office_id=014&code=323410&page=33&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.25 18:15
905,"
카카오뱅크, 재해 대비 비상대응특별점검반 만든다
",https://finance.naver.com//item/news_read.naver?article_id=0004918024&office_id=014&code=323410&page=33&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.25 15:05
906,"
카카오뱅크, 재난 등 비상대응특별점검반 꾸린다
",https://finance.naver.com//item/news_read.naver?article_id=0002056916&office_id=016&code=323410&page=33&sm=title_entity_id.basic,헤럴드경제, 2022.10.25 11:46
907,"
카카오뱅크, 비상대응특별점검반 꾸린다
",https://finance.naver.com//item/news_read.naver?article_id=0002056752&office_id=016&code=323410&page=33&sm=title_entity_id.basic,헤럴드경제, 2022.10.25 10:24
908,"
""화재·재해에도 끄떡없다""…카뱅 '비상대응특별점검반' 신설
",https://finance.naver.com//item/news_read.naver?article_id=0004809689&office_id=008&code=323410&page=33&sm=title_entity_id.basic,머니투데이, 2022.10.25 09:32
909,"
카카오뱅크, 비상대응특별점검반 꾸렸다 “고객자산 안전보호”
",https://finance.naver.com//item/news_read.naver?article_id=0005349439&office_id=018&code=323410&page=33&sm=title_entity_id.basic,이데일리, 2022.10.25 09:24
910,"
'비상대응 특별점검반' 꾸리는 카카오뱅크…분위기 반전 통할까
",https://finance.naver.com//item/news_read.naver?article_id=0005349939&office_id=018&code=323410&page=33&sm=title_entity_id.basic,이데일리, 2022.10.25 16:10
911,"
카카오뱅크, 비상대응특별점검반 꾸려…‘카카오 사태’ 재발 방지
",https://finance.naver.com//item/news_read.naver?article_id=0000032682&office_id=243&code=323410&page=33&sm=title_entity_id.basic,이코노미스트, 2022.10.25 10:34
912,"
카카오뱅크, CIO 직속 비상대응특별점검반 꾸린다
",https://finance.naver.com//item/news_read.naver?article_id=0004114064&office_id=011&code=323410&page=33&sm=title_entity_id.basic,서울경제, 2022.10.25 09:40
913,"
카카오뱅크, 비상대응특별점검반 신설… “화재 등 비상사태 대응 강화”
",https://finance.naver.com//item/news_read.naver?article_id=0000849793&office_id=366&code=323410&page=33&sm=title_entity_id.basic,조선비즈, 2022.10.25 09:19
914,"
카카오뱅크, CIO 직속 비상대응특별점검반 신설
",https://finance.naver.com//item/news_read.naver?article_id=0005166526&office_id=277&code=323410&page=33&sm=title_entity_id.basic,아시아경제, 2022.10.25 09:13
915,"
'카카오 먹통' 이복현 ""카뱅·카페, 검사 불가피…사고 책임 통감""
",https://finance.naver.com//item/news_read.naver?article_id=0004809555&office_id=008&code=323410&page=33&sm=title_entity_id.basic,머니투데이, 2022.10.24 21:34
916,"
이복현 ""카카오뱅크·카카오페이 검사 불가피""[2022국감]
",https://finance.naver.com//item/news_read.naver?article_id=0005349220&office_id=018&code=323410&page=33&sm=title_entity_id.basic,이데일리, 2022.10.24 21:13
917,"
윤호영 카뱅 대표 ""당국의 재해복구센터 실효성 강화 주문, 이미 시정 ...
",https://finance.naver.com//item/news_read.naver?article_id=0000032635&office_id=243&code=323410&page=33&sm=title_entity_id.basic,이코노미스트, 2022.10.24 17:57
918,"
전통 은행앱 치고 올라오는데…카카오뱅크, 화재로 발길까지 '뚝'
",https://finance.naver.com//item/news_read.naver?article_id=0004766382&office_id=015&code=323410&page=33&sm=title_entity_id.basic,한국경제, 2022.10.24 17:44
919,"
이복현 ""카카오뱅크·카카오페이 장애 심각...규정도 우회""[2022국감...
",https://finance.naver.com//item/news_read.naver?article_id=0005349053&office_id=018&code=323410&page=33&sm=title_entity_id.basic,이데일리, 2022.10.24 17:14
920,"
이복현 ""카카오뱅크·페이 피해보상 최소한도 늘릴 것""
",https://finance.naver.com//item/news_read.naver?article_id=0004809457&office_id=008&code=323410&page=33&sm=title_entity_id.basic,머니투데이, 2022.10.24 17:12
921,"
“카카오뱅크, ‘먹통’ 사고 보고는 하루 뒤에나”…이복현, 관련 규정...
",https://finance.naver.com//item/news_read.naver?article_id=0000849689&office_id=366&code=323410&page=33&sm=title_entity_id.basic,조선비즈, 2022.10.24 17:04
922,"
이복현 ""카카오페이 이중화 미비…카뱅 대출·이체 지장도 심각""
",https://finance.naver.com//item/news_read.naver?article_id=0004113852&office_id=011&code=323410&page=33&sm=title_entity_id.basic,서울경제, 2022.10.24 16:49
923,"
“전공 상관없다”…카카오뱅크 ‘채용연계형 인턴’ 지원자 모집
",https://finance.naver.com//item/news_read.naver?article_id=0002056274&office_id=016&code=323410&page=33&sm=title_entity_id.basic,헤럴드경제, 2022.10.24 10:46
924,"
카카오뱅크, 채용 연계형 '테크 인턴십' 지원자 모집
",https://finance.naver.com//item/news_read.naver?article_id=0002288865&office_id=123&code=323410&page=33&sm=title_entity_id.basic,조세일보, 2022.10.24 10:44
925,"
카카오뱅크, 채용 연계형 ‘테크 인턴십’ 지원자 모집
",https://finance.naver.com//item/news_read.naver?article_id=0005348362&office_id=018&code=323410&page=33&sm=title_entity_id.basic,이데일리, 2022.10.24 08:56
926,"
카카오뱅크, 저금리 대출부터 제휴카드까지...소외된 개인사업자 포용
",https://finance.naver.com//item/news_read.naver?article_id=0004919183&office_id=014&code=323410&page=34&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.27 10:31
927,"
카뱅 비상대응 특별점검반 신설
",https://finance.naver.com//item/news_read.naver?article_id=0004918203&office_id=014&code=323410&page=34&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.25 18:15
928,"
카카오뱅크, 재해 대비 비상대응특별점검반 만든다
",https://finance.naver.com//item/news_read.naver?article_id=0004918024&office_id=014&code=323410&page=34&sm=title_entity_id.basic,파이낸셜뉴스, 2022.10.25 15:05
929,"
카카오뱅크, 재난 등 비상대응특별점검반 꾸린다
",https://finance.naver.com//item/news_read.naver?article_id=0002056916&office_id=016&code=323410&page=34&sm=title_entity_id.basic,헤럴드경제, 2022.10.25 11:46
930,"
카카오뱅크, 비상대응특별점검반 꾸린다
",https://finance.naver.com//item/news_read.naver?article_id=0002056752&office_id=016&code=323410&page=34&sm=title_entity_id.basic,헤럴드경제, 2022.10.25 10:24
931,"
""화재·재해에도 끄떡없다""…카뱅 '비상대응특별점검반' 신설
",https://finance.naver.com//item/news_read.naver?article_id=0004809689&office_id=008&code=323410&page=34&sm=title_entity_id.basic,머니투데이, 2022.10.25 09:32
932,"
카카오뱅크, 비상대응특별점검반 꾸렸다 “고객자산 안전보호”
",https://finance.naver.com//item/news_read.naver?article_id=0005349439&office_id=018&code=323410&page=34&sm=title_entity_id.basic,이데일리, 2022.10.25 09:24
933,"
'비상대응 특별점검반' 꾸리는 카카오뱅크…분위기 반전 통할까
",https://finance.naver.com//item/news_read.naver?article_id=0005349939&office_id=018&code=323410&page=34&sm=title_entity_id.basic,이데일리, 2022.10.25 16:10
934,"
카카오뱅크, 비상대응특별점검반 꾸려…‘카카오 사태’ 재발 방지
",https://finance.naver.com//item/news_read.naver?article_id=0000032682&office_id=243&code=323410&page=34&sm=title_entity_id.basic,이코노미스트, 2022.10.25 10:34
935,"
카카오뱅크, CIO 직속 비상대응특별점검반 꾸린다
",https://finance.naver.com//item/news_read.naver?article_id=0004114064&office_id=011&code=323410&page=34&sm=title_entity_id.basic,서울경제, 2022.10.25 09:40
936,"
카카오뱅크, 비상대응특별점검반 신설… “화재 등 비상사태 대응 강화”
",https://finance.naver.com//item/news_read.naver?article_id=0000849793&office_id=366&code=323410&page=34&sm=title_entity_id.basic,조선비즈, 2022.10.25 09:19
937,"
카카오뱅크, CIO 직속 비상대응특별점검반 신설
",https://finance.naver.com//item/news_read.naver?article_id=0005166526&office_id=277&code=323410&page=34&sm=title_entity_id.basic,아시아경제, 2022.10.25 09:13
938,"
'카카오 먹통' 이복현 ""카뱅·카페, 검사 불가피…사고 책임 통감""
",https://finance.naver.com//item/news_read.naver?article_id=0004809555&office_id=008&code=323410&page=34&sm=title_entity_id.basic,머니투데이, 2022.10.24 21:34
939,"
이복현 ""카카오뱅크·카카오페이 검사 불가피""[2022국감]
",https://finance.naver.com//item/news_read.naver?article_id=0005349220&office_id=018&code=323410&page=34&sm=title_entity_id.basic,이데일리, 2022.10.24 21:13
940,"
윤호영 카뱅 대표 ""당국의 재해복구센터 실효성 강화 주문, 이미 시정 ...
",https://finance.naver.com//item/news_read.naver?article_id=0000032635&office_id=243&code=323410&page=34&sm=title_entity_id.basic,이코노미스트, 2022.10.24 17:57
