,제목,링크,정보제공,날짜
1597,"
""카카오뱅크 앱으로 미래에셋 주식계좌 개설 가능""
",https://finance.naver.com//item/news_read.naver?article_id=0005143575&office_id=277&code=323410&page=61&sm=title_entity_id.basic,아시아경제, 2022.09.06 09:35
1598,"
카카오뱅크, 증권사 주식 계좌 개설 서비스 ‘미래에셋증권’ 추가
",https://finance.naver.com//item/news_read.naver?article_id=0000838980&office_id=366&code=323410&page=61&sm=title_entity_id.basic,조선비즈, 2022.09.06 09:26
1599,"
카카오뱅크, ‘증권사 주식 계좌 개설서비스’에 미래에셋증권 추가
",https://finance.naver.com//item/news_read.naver?article_id=0005143547&office_id=277&code=323410&page=61&sm=title_entity_id.basic,아시아경제, 2022.09.06 09:16
1600,"
카카오뱅크, ‘주식 계좌 개설서비스’에 미래에셋증권 추가
",https://finance.naver.com//item/news_read.naver?article_id=0005311380&office_id=018&code=323410&page=61&sm=title_entity_id.basic,이데일리, 2022.09.06 09:16
1601,"
카카오뱅크에서 미래에셋증권 주식 계좌도 간편하게 개설
",https://finance.naver.com//item/news_read.naver?article_id=0004894360&office_id=014&code=323410&page=61&sm=title_entity_id.basic,파이낸셜뉴스, 2022.09.06 09:16
1602,"
미래에셋증권, 카뱅 손잡고 디지털 브랜드 론칭
",https://finance.naver.com//item/news_read.naver?article_id=0004096254&office_id=011&code=323410&page=61&sm=title_entity_id.basic,서울경제, 2022.09.06 14:27
1603,"
카뱅 손잡은 미래에셋증권, 디지털 특화 점포 확장 '속도'
",https://finance.naver.com//item/news_read.naver?article_id=0000010269&office_id=648&code=323410&page=61&sm=title_entity_id.basic,비즈니스워치, 2022.09.06 14:21
1604,"
미래에셋증권, 카카오뱅크와 ‘디지털 브랜치’ 론칭
",https://finance.naver.com//item/news_read.naver?article_id=0002037650&office_id=016&code=323410&page=61&sm=title_entity_id.basic,헤럴드경제, 2022.09.06 10:52
1605,"
미래에셋증권, 카카오뱅크와 디지털 브랜치 론칭 기념 이벤트 진행
",https://finance.naver.com//item/news_read.naver?article_id=0004894493&office_id=014&code=323410&page=61&sm=title_entity_id.basic,파이낸셜뉴스, 2022.09.06 10:41
1606,"
[단독]카카오뱅크, 투자팀 만든다…VC 출신 영입
",https://finance.naver.com//item/news_read.naver?article_id=0005143668&office_id=277&code=323410&page=61&sm=title_entity_id.basic,아시아경제, 2022.09.06 10:45
1607,"
카카오뱅크, 개인사업자 대출로 제2전성기 맞을까
",https://finance.naver.com//item/news_read.naver?article_id=0005143416&office_id=277&code=323410&page=61&sm=title_entity_id.basic,아시아경제, 2022.09.06 06:10
1608,"
카카오뱅크 mini 청소년 대상 ‘26일저금’ 선보여
",https://finance.naver.com//item/news_read.naver?article_id=0000077075&office_id=024&code=323410&page=61&sm=title_entity_id.basic,매경이코노미, 2022.09.05 16:09
1609,"
카카오뱅크, ‘배달의민족 상품권’ 주는 ‘mini 26일 저금’ 출시
",https://finance.naver.com//item/news_read.naver?article_id=0002036930&office_id=016&code=323410&page=61&sm=title_entity_id.basic,헤럴드경제, 2022.09.05 10:14
1610,"
카카오뱅크 미니, 10대용 ‘배달의민족과 26일저금’ 출시…굿즈 드려...
",https://finance.naver.com//item/news_read.naver?article_id=0000030466&office_id=243&code=323410&page=61&sm=title_entity_id.basic,이코노미스트, 2022.09.05 09:27
1611,"
카카오뱅크 ""꾸준히 저금하면 배달의민족 쿠폰 드려요""
",https://finance.naver.com//item/news_read.naver?article_id=0004893559&office_id=014&code=323410&page=61&sm=title_entity_id.basic,파이낸셜뉴스, 2022.09.05 09:25
1612,"
카카오뱅크, 배민과 손잡고 청소년 위한 ‘26일저금’ 출시
",https://finance.naver.com//item/news_read.naver?article_id=0000838690&office_id=366&code=323410&page=61&sm=title_entity_id.basic,조선비즈, 2022.09.05 09:19
1613,"
카뱅, 청소년 미니저금 출시…""시작만 해도 '배민' 상품권""
",https://finance.naver.com//item/news_read.naver?article_id=0005310470&office_id=018&code=323410&page=61&sm=title_entity_id.basic,이데일리, 2022.09.05 09:17
1614,"
카카오뱅크 mini 고객 대상 '배달의민족과 26일저금' 출시
",https://finance.naver.com//item/news_read.naver?article_id=0005142817&office_id=277&code=323410&page=61&sm=title_entity_id.basic,아시아경제, 2022.09.05 09:13
1615,"
카카오뱅크, 배달의민족과 mini 26일저금 첫 제휴 서비스 출시
",https://finance.naver.com//item/news_read.naver?article_id=0004095435&office_id=011&code=323410&page=61&sm=title_entity_id.basic,서울경제, 2022.09.05 09:07
1616,"
우리사주 우울한 크래프톤 카뱅…현대중공업은 노났다
",https://finance.naver.com//item/news_read.naver?article_id=0005013106&office_id=009&code=323410&page=61&sm=title_entity_id.basic,매일경제, 2022.09.04 14:28
1617,"
카뱅과 손잡은 코인원…업비트 독주 체제 무너뜨릴까 [위클리 코인리뷰]
",https://finance.naver.com//item/news_read.naver?article_id=0000030432&office_id=243&code=323410&page=61&sm=title_entity_id.basic,이코노미스트, 2022.09.03 07:06
1618,"
카카오뱅크, 추석맞이 경품 이벤트 진행…“11일간 매일 응모 가능”
",https://finance.naver.com//item/news_read.naver?article_id=0002036304&office_id=016&code=323410&page=61&sm=title_entity_id.basic,헤럴드경제, 2022.09.02 13:11
1619,"
카카오뱅크, 추석맞이 럭키드로우 시즌2 이벤트 진행
",https://finance.naver.com//item/news_read.naver?article_id=0004094731&office_id=011&code=323410&page=61&sm=title_entity_id.basic,서울경제, 2022.09.02 09:20
1620,"
카카오뱅크 추석맞이 ‘럭키드로우 시즌2’…한우 등 경품 ‘풍성’
",https://finance.naver.com//item/news_read.naver?article_id=0005307863&office_id=018&code=323410&page=61&sm=title_entity_id.basic,이데일리, 2022.09.02 09:18
1621,"
미래에셋증권, 카카오뱅크와 디지털 브랜치 론칭 기념 이벤트 진행
",https://finance.naver.com//item/news_read.naver?article_id=0004894493&office_id=014&code=323410&page=62&sm=title_entity_id.basic,파이낸셜뉴스, 2022.09.06 10:41
1622,"
카카오뱅크, 주식계좌 개설서비스 미래에셋 추가
",https://finance.naver.com//item/news_read.naver?article_id=0004791766&office_id=008&code=323410&page=62&sm=title_entity_id.basic,머니투데이, 2022.09.06 10:07
1623,"
""카카오뱅크 앱으로 미래에셋 주식계좌 개설 가능""
",https://finance.naver.com//item/news_read.naver?article_id=0005143575&office_id=277&code=323410&page=62&sm=title_entity_id.basic,아시아경제, 2022.09.06 09:35
1624,"
카카오뱅크, 증권사 주식 계좌 개설 서비스 ‘미래에셋증권’ 추가
",https://finance.naver.com//item/news_read.naver?article_id=0000838980&office_id=366&code=323410&page=62&sm=title_entity_id.basic,조선비즈, 2022.09.06 09:26
1625,"
카카오뱅크, ‘증권사 주식 계좌 개설서비스’에 미래에셋증권 추가
",https://finance.naver.com//item/news_read.naver?article_id=0005143547&office_id=277&code=323410&page=62&sm=title_entity_id.basic,아시아경제, 2022.09.06 09:16
1626,"
카카오뱅크, ‘주식 계좌 개설서비스’에 미래에셋증권 추가
",https://finance.naver.com//item/news_read.naver?article_id=0005311380&office_id=018&code=323410&page=62&sm=title_entity_id.basic,이데일리, 2022.09.06 09:16
1627,"
카카오뱅크에서 미래에셋증권 주식 계좌도 간편하게 개설
",https://finance.naver.com//item/news_read.naver?article_id=0004894360&office_id=014&code=323410&page=62&sm=title_entity_id.basic,파이낸셜뉴스, 2022.09.06 09:16
1628,"
카카오뱅크, 개인사업자 대출로 제2전성기 맞을까
",https://finance.naver.com//item/news_read.naver?article_id=0005143416&office_id=277&code=323410&page=62&sm=title_entity_id.basic,아시아경제, 2022.09.06 06:10
1629,"
카카오뱅크 mini 청소년 대상 ‘26일저금’ 선보여
",https://finance.naver.com//item/news_read.naver?article_id=0000077075&office_id=024&code=323410&page=62&sm=title_entity_id.basic,매경이코노미, 2022.09.05 16:09
1630,"
카카오뱅크, ‘배달의민족 상품권’ 주는 ‘mini 26일 저금’ 출시
",https://finance.naver.com//item/news_read.naver?article_id=0002036930&office_id=016&code=323410&page=62&sm=title_entity_id.basic,헤럴드경제, 2022.09.05 10:14
1631,"
카카오뱅크 미니, 10대용 ‘배달의민족과 26일저금’ 출시…굿즈 드려...
",https://finance.naver.com//item/news_read.naver?article_id=0000030466&office_id=243&code=323410&page=62&sm=title_entity_id.basic,이코노미스트, 2022.09.05 09:27
1632,"
카카오뱅크 ""꾸준히 저금하면 배달의민족 쿠폰 드려요""
",https://finance.naver.com//item/news_read.naver?article_id=0004893559&office_id=014&code=323410&page=62&sm=title_entity_id.basic,파이낸셜뉴스, 2022.09.05 09:25
1633,"
카카오뱅크, 배민과 손잡고 청소년 위한 ‘26일저금’ 출시
",https://finance.naver.com//item/news_read.naver?article_id=0000838690&office_id=366&code=323410&page=62&sm=title_entity_id.basic,조선비즈, 2022.09.05 09:19
1634,"
카뱅, 청소년 미니저금 출시…""시작만 해도 '배민' 상품권""
",https://finance.naver.com//item/news_read.naver?article_id=0005310470&office_id=018&code=323410&page=62&sm=title_entity_id.basic,이데일리, 2022.09.05 09:17
1635,"
카카오뱅크 mini 고객 대상 '배달의민족과 26일저금' 출시
",https://finance.naver.com//item/news_read.naver?article_id=0005142817&office_id=277&code=323410&page=62&sm=title_entity_id.basic,아시아경제, 2022.09.05 09:13
1636,"
카카오뱅크, 배달의민족과 mini 26일저금 첫 제휴 서비스 출시
",https://finance.naver.com//item/news_read.naver?article_id=0004095435&office_id=011&code=323410&page=62&sm=title_entity_id.basic,서울경제, 2022.09.05 09:07
1637,"
우리사주 우울한 크래프톤 카뱅…현대중공업은 노났다
",https://finance.naver.com//item/news_read.naver?article_id=0005013106&office_id=009&code=323410&page=62&sm=title_entity_id.basic,매일경제, 2022.09.04 14:28
1638,"
카뱅과 손잡은 코인원…업비트 독주 체제 무너뜨릴까 [위클리 코인리뷰]
",https://finance.naver.com//item/news_read.naver?article_id=0000030432&office_id=243&code=323410&page=62&sm=title_entity_id.basic,이코노미스트, 2022.09.03 07:06
1639,"
카카오뱅크, 추석맞이 경품 이벤트 진행…“11일간 매일 응모 가능”
",https://finance.naver.com//item/news_read.naver?article_id=0002036304&office_id=016&code=323410&page=62&sm=title_entity_id.basic,헤럴드경제, 2022.09.02 13:11
1640,"
카카오뱅크, 추석맞이 럭키드로우 시즌2 이벤트 진행
",https://finance.naver.com//item/news_read.naver?article_id=0004094731&office_id=011&code=323410&page=62&sm=title_entity_id.basic,서울경제, 2022.09.02 09:20
1641,"
카카오뱅크 추석맞이 ‘럭키드로우 시즌2’…한우 등 경품 ‘풍성’
",https://finance.naver.com//item/news_read.naver?article_id=0005307863&office_id=018&code=323410&page=62&sm=title_entity_id.basic,이데일리, 2022.09.02 09:18
1642,"
카카오뱅크 중저신용고객 첫달 대출이자 지원
",https://finance.naver.com//item/news_read.naver?article_id=0004892396&office_id=014&code=323410&page=62&sm=title_entity_id.basic,파이낸셜뉴스, 2022.09.01 18:05
1643,"
카카오뱅크, 중저신용고객에겐 '첫 달 대출이자 무료'
",https://finance.naver.com//item/news_read.naver?article_id=0004892232&office_id=014&code=323410&page=62&sm=title_entity_id.basic,파이낸셜뉴스, 2022.09.01 15:28
1644,"
카카오뱅크 대출지원 행사…중저신용자 첫달 이자 환급
",https://finance.naver.com//item/news_read.naver?article_id=0005012142&office_id=009&code=323410&page=62&sm=title_entity_id.basic,매일경제, 2022.09.01 15:08
1645,"
카카오뱅크, 중·저신용고객에 첫달 대출 이자 지원
",https://finance.naver.com//item/news_read.naver?article_id=0000837989&office_id=366&code=323410&page=62&sm=title_entity_id.basic,조선비즈, 2022.09.01 11:09
1646,"
카카오뱅크, ‘첫 달 이자 무료’ 중저신용고객 대출 이벤트 진행
",https://finance.naver.com//item/news_read.naver?article_id=0002035658&office_id=016&code=323410&page=62&sm=title_entity_id.basic,헤럴드경제, 2022.09.01 11:06
1647,"
중저신용고객, 카카오뱅크서 대출 받으면 첫달 이자 무료
",https://finance.naver.com//item/news_read.naver?article_id=0005141257&office_id=277&code=323410&page=62&sm=title_entity_id.basic,아시아경제, 2022.09.01 10:08
1648,"
카카오뱅크, 9월 동안 중저신용자 대상 첫 달 대출 이자 지원
",https://finance.naver.com//item/news_read.naver?article_id=0000030333&office_id=243&code=323410&page=62&sm=title_entity_id.basic,이코노미스트, 2022.09.01 09:51
1649,"
카카오뱅크, 9월 한달간 중·저신용 대출이자 지원
",https://finance.naver.com//item/news_read.naver?article_id=0004789918&office_id=008&code=323410&page=62&sm=title_entity_id.basic,머니투데이, 2022.09.01 09:49
1650,"
카카오뱅크 '중저신용고객 첫달 대출 이자 지원' 이벤트
",https://finance.naver.com//item/news_read.naver?article_id=0005306804&office_id=018&code=323410&page=62&sm=title_entity_id.basic,이데일리, 2022.09.01 09:28
1651,"
크래프톤·카뱅 울었는데…우리사주 잔혹사 빗겨간 종목은?
",https://finance.naver.com//item/news_read.naver?article_id=0000030374&office_id=243&code=323410&page=62&sm=title_entity_id.basic,이코노미스트, 2022.09.01 16:18
1652,"
카뱅모임통장 14%가 50대…핀테크에 눈뜬 뉴시니어
",https://finance.naver.com//item/news_read.naver?article_id=0004094072&office_id=011&code=323410&page=62&sm=title_entity_id.basic,서울경제, 2022.08.31 17:56
1653,"
카카오뱅크 미니, 10대용 ‘배달의민족과 26일저금’ 출시…굿즈 드려요
",https://finance.naver.com//item/news_read.naver?article_id=0000030466&office_id=243&code=323410&page=63&sm=title_entity_id.basic,이코노미스트, 2022.09.05 09:27
1654,"
카카오뱅크 ""꾸준히 저금하면 배달의민족 쿠폰 드려요""
",https://finance.naver.com//item/news_read.naver?article_id=0004893559&office_id=014&code=323410&page=63&sm=title_entity_id.basic,파이낸셜뉴스, 2022.09.05 09:25
1655,"
카카오뱅크, 배민과 손잡고 청소년 위한 ‘26일저금’ 출시
",https://finance.naver.com//item/news_read.naver?article_id=0000838690&office_id=366&code=323410&page=63&sm=title_entity_id.basic,조선비즈, 2022.09.05 09:19
1656,"
카뱅, 청소년 미니저금 출시…""시작만 해도 '배민' 상품권""
",https://finance.naver.com//item/news_read.naver?article_id=0005310470&office_id=018&code=323410&page=63&sm=title_entity_id.basic,이데일리, 2022.09.05 09:17
1657,"
카카오뱅크 mini 고객 대상 '배달의민족과 26일저금' 출시
",https://finance.naver.com//item/news_read.naver?article_id=0005142817&office_id=277&code=323410&page=63&sm=title_entity_id.basic,아시아경제, 2022.09.05 09:13
1658,"
카카오뱅크, 배달의민족과 mini 26일저금 첫 제휴 서비스 출시
",https://finance.naver.com//item/news_read.naver?article_id=0004095435&office_id=011&code=323410&page=63&sm=title_entity_id.basic,서울경제, 2022.09.05 09:07
1659,"
우리사주 우울한 크래프톤 카뱅…현대중공업은 노났다
",https://finance.naver.com//item/news_read.naver?article_id=0005013106&office_id=009&code=323410&page=63&sm=title_entity_id.basic,매일경제, 2022.09.04 14:28
1660,"
카뱅과 손잡은 코인원…업비트 독주 체제 무너뜨릴까 [위클리 코인리뷰]
",https://finance.naver.com//item/news_read.naver?article_id=0000030432&office_id=243&code=323410&page=63&sm=title_entity_id.basic,이코노미스트, 2022.09.03 07:06
1661,"
카카오뱅크, 추석맞이 경품 이벤트 진행…“11일간 매일 응모 가능”
",https://finance.naver.com//item/news_read.naver?article_id=0002036304&office_id=016&code=323410&page=63&sm=title_entity_id.basic,헤럴드경제, 2022.09.02 13:11
1662,"
카카오뱅크, 추석맞이 럭키드로우 시즌2 이벤트 진행
",https://finance.naver.com//item/news_read.naver?article_id=0004094731&office_id=011&code=323410&page=63&sm=title_entity_id.basic,서울경제, 2022.09.02 09:20
1663,"
카카오뱅크 추석맞이 ‘럭키드로우 시즌2’…한우 등 경품 ‘풍성’
",https://finance.naver.com//item/news_read.naver?article_id=0005307863&office_id=018&code=323410&page=63&sm=title_entity_id.basic,이데일리, 2022.09.02 09:18
1664,"
카카오뱅크 중저신용고객 첫달 대출이자 지원
",https://finance.naver.com//item/news_read.naver?article_id=0004892396&office_id=014&code=323410&page=63&sm=title_entity_id.basic,파이낸셜뉴스, 2022.09.01 18:05
1665,"
카카오뱅크, 중저신용고객에겐 '첫 달 대출이자 무료'
",https://finance.naver.com//item/news_read.naver?article_id=0004892232&office_id=014&code=323410&page=63&sm=title_entity_id.basic,파이낸셜뉴스, 2022.09.01 15:28
1666,"
카카오뱅크 대출지원 행사…중저신용자 첫달 이자 환급
",https://finance.naver.com//item/news_read.naver?article_id=0005012142&office_id=009&code=323410&page=63&sm=title_entity_id.basic,매일경제, 2022.09.01 15:08
1667,"
카카오뱅크, 중·저신용고객에 첫달 대출 이자 지원
",https://finance.naver.com//item/news_read.naver?article_id=0000837989&office_id=366&code=323410&page=63&sm=title_entity_id.basic,조선비즈, 2022.09.01 11:09
1668,"
카카오뱅크, ‘첫 달 이자 무료’ 중저신용고객 대출 이벤트 진행
",https://finance.naver.com//item/news_read.naver?article_id=0002035658&office_id=016&code=323410&page=63&sm=title_entity_id.basic,헤럴드경제, 2022.09.01 11:06
1669,"
중저신용고객, 카카오뱅크서 대출 받으면 첫달 이자 무료
",https://finance.naver.com//item/news_read.naver?article_id=0005141257&office_id=277&code=323410&page=63&sm=title_entity_id.basic,아시아경제, 2022.09.01 10:08
1670,"
카카오뱅크, 9월 동안 중저신용자 대상 첫 달 대출 이자 지원
",https://finance.naver.com//item/news_read.naver?article_id=0000030333&office_id=243&code=323410&page=63&sm=title_entity_id.basic,이코노미스트, 2022.09.01 09:51
1671,"
카카오뱅크, 9월 한달간 중·저신용 대출이자 지원
",https://finance.naver.com//item/news_read.naver?article_id=0004789918&office_id=008&code=323410&page=63&sm=title_entity_id.basic,머니투데이, 2022.09.01 09:49
1672,"
카카오뱅크 '중저신용고객 첫달 대출 이자 지원' 이벤트
",https://finance.naver.com//item/news_read.naver?article_id=0005306804&office_id=018&code=323410&page=63&sm=title_entity_id.basic,이데일리, 2022.09.01 09:28
1673,"
크래프톤·카뱅 울었는데…우리사주 잔혹사 빗겨간 종목은?
",https://finance.naver.com//item/news_read.naver?article_id=0000030374&office_id=243&code=323410&page=63&sm=title_entity_id.basic,이코노미스트, 2022.09.01 16:18
1674,"
카뱅모임통장 14%가 50대…핀테크에 눈뜬 뉴시니어
",https://finance.naver.com//item/news_read.naver?article_id=0004094072&office_id=011&code=323410&page=63&sm=title_entity_id.basic,서울경제, 2022.08.31 17:56
1675,"
카카오뱅크, 주담대 변동금리 최대 0.85%P 인하
",https://finance.naver.com//item/news_read.naver?article_id=0004094046&office_id=011&code=323410&page=63&sm=title_entity_id.basic,서울경제, 2022.08.31 17:31
1676,"
카카오뱅크, 주담대 금리 최대 0.85%P 인하
",https://finance.naver.com//item/news_read.naver?article_id=0005011545&office_id=009&code=323410&page=63&sm=title_entity_id.basic,매일경제, 2022.08.31 14:46
1677,"
""주담대 금리가 3% 초반""…카카오뱅크, 9월부터 금리 최대 0.85...
",https://finance.naver.com//item/news_read.naver?article_id=0005011410&office_id=009&code=323410&page=63&sm=title_entity_id.basic,매일경제, 2022.08.31 10:32
1678,"
카카오뱅크, 주담대 금리 최대 0.85%p 인하
",https://finance.naver.com//item/news_read.naver?article_id=0005306041&office_id=018&code=323410&page=63&sm=title_entity_id.basic,이데일리, 2022.08.31 09:58
1679,"
카카오뱅크, 주담대 변동금리 0.85%p↓…최저 3% 초반
",https://finance.naver.com//item/news_read.naver?article_id=0004789327&office_id=008&code=323410&page=63&sm=title_entity_id.basic,머니투데이, 2022.08.31 09:39
1680,"
카카오뱅크, 주담대 변동금리 0.85%p 인하…최저 3% 초반
",https://finance.naver.com//item/news_read.naver?article_id=0000030273&office_id=243&code=323410&page=63&sm=title_entity_id.basic,이코노미스트, 2022.08.31 09:33
1681,"
""주담대 금리 3% 초반대""…카카오뱅크, 금리 최대 0.85%P↓
",https://finance.naver.com//item/news_read.naver?article_id=0005140481&office_id=277&code=323410&page=63&sm=title_entity_id.basic,아시아경제, 2022.08.31 09:26
1682,"
카카오뱅크, 주담대 금리 최대 0.85%포인트 인하
",https://finance.naver.com//item/news_read.naver?article_id=0002034950&office_id=016&code=323410&page=63&sm=title_entity_id.basic,헤럴드경제, 2022.08.31 09:24
1683,"
카카오뱅크, 주택담보대출 금리 최대 0.85%p 인하
",https://finance.naver.com//item/news_read.naver?article_id=0000837696&office_id=366&code=323410&page=63&sm=title_entity_id.basic,조선비즈, 2022.08.31 10:52
1684,"
카카오뱅크, 주택담보대출 최저금리 연 3.20%로 인하
",https://finance.naver.com//item/news_read.naver?article_id=0002284606&office_id=123&code=323410&page=63&sm=title_entity_id.basic,조세일보, 2022.08.31 10:28
1685,"
카카오뱅크, 주택담보대출 금리 최대 0.85%p 인하...최저 3.2...
",https://finance.naver.com//item/news_read.naver?article_id=0004891110&office_id=014&code=323410&page=63&sm=title_entity_id.basic,파이낸셜뉴스, 2022.08.31 09:29
1686,"
카카오뱅크, 내일부터 주택담보대출 금리 최대 0.85%P 인하
",https://finance.naver.com//item/news_read.naver?article_id=0004743891&office_id=015&code=323410&page=63&sm=title_entity_id.basic,한국경제, 2022.08.31 09:28
1687,"
점심시간에 삼성페이서 KB국민·카뱅카드 먹통
",https://finance.naver.com//item/news_read.naver?article_id=0000837501&office_id=366&code=323410&page=63&sm=title_entity_id.basic,조선비즈, 2022.08.30 14:54
1688,"
카카오뱅크 추석맞이 ‘럭키드로우 시즌2’…한우 등 경품 ‘풍성’
",https://finance.naver.com//item/news_read.naver?article_id=0005307863&office_id=018&code=323410&page=64&sm=title_entity_id.basic,이데일리, 2022.09.02 09:18
1689,"
카카오뱅크 중저신용고객 첫달 대출이자 지원
",https://finance.naver.com//item/news_read.naver?article_id=0004892396&office_id=014&code=323410&page=64&sm=title_entity_id.basic,파이낸셜뉴스, 2022.09.01 18:05
1690,"
카카오뱅크, 중저신용고객에겐 '첫 달 대출이자 무료'
",https://finance.naver.com//item/news_read.naver?article_id=0004892232&office_id=014&code=323410&page=64&sm=title_entity_id.basic,파이낸셜뉴스, 2022.09.01 15:28
1691,"
카카오뱅크 대출지원 행사…중저신용자 첫달 이자 환급
",https://finance.naver.com//item/news_read.naver?article_id=0005012142&office_id=009&code=323410&page=64&sm=title_entity_id.basic,매일경제, 2022.09.01 15:08
1692,"
카카오뱅크, 중·저신용고객에 첫달 대출 이자 지원
",https://finance.naver.com//item/news_read.naver?article_id=0000837989&office_id=366&code=323410&page=64&sm=title_entity_id.basic,조선비즈, 2022.09.01 11:09
1693,"
카카오뱅크, ‘첫 달 이자 무료’ 중저신용고객 대출 이벤트 진행
",https://finance.naver.com//item/news_read.naver?article_id=0002035658&office_id=016&code=323410&page=64&sm=title_entity_id.basic,헤럴드경제, 2022.09.01 11:06
1694,"
중저신용고객, 카카오뱅크서 대출 받으면 첫달 이자 무료
",https://finance.naver.com//item/news_read.naver?article_id=0005141257&office_id=277&code=323410&page=64&sm=title_entity_id.basic,아시아경제, 2022.09.01 10:08
1695,"
카카오뱅크, 9월 동안 중저신용자 대상 첫 달 대출 이자 지원
",https://finance.naver.com//item/news_read.naver?article_id=0000030333&office_id=243&code=323410&page=64&sm=title_entity_id.basic,이코노미스트, 2022.09.01 09:51
1696,"
카카오뱅크, 9월 한달간 중·저신용 대출이자 지원
",https://finance.naver.com//item/news_read.naver?article_id=0004789918&office_id=008&code=323410&page=64&sm=title_entity_id.basic,머니투데이, 2022.09.01 09:49
1697,"
카카오뱅크 '중저신용고객 첫달 대출 이자 지원' 이벤트
",https://finance.naver.com//item/news_read.naver?article_id=0005306804&office_id=018&code=323410&page=64&sm=title_entity_id.basic,이데일리, 2022.09.01 09:28
1698,"
크래프톤·카뱅 울었는데…우리사주 잔혹사 빗겨간 종목은?
",https://finance.naver.com//item/news_read.naver?article_id=0000030374&office_id=243&code=323410&page=64&sm=title_entity_id.basic,이코노미스트, 2022.09.01 16:18
1699,"
카뱅모임통장 14%가 50대…핀테크에 눈뜬 뉴시니어
",https://finance.naver.com//item/news_read.naver?article_id=0004094072&office_id=011&code=323410&page=64&sm=title_entity_id.basic,서울경제, 2022.08.31 17:56
1700,"
카카오뱅크, 주담대 변동금리 최대 0.85%P 인하
",https://finance.naver.com//item/news_read.naver?article_id=0004094046&office_id=011&code=323410&page=64&sm=title_entity_id.basic,서울경제, 2022.08.31 17:31
1701,"
카카오뱅크, 주담대 금리 최대 0.85%P 인하
",https://finance.naver.com//item/news_read.naver?article_id=0005011545&office_id=009&code=323410&page=64&sm=title_entity_id.basic,매일경제, 2022.08.31 14:46
1702,"
""주담대 금리가 3% 초반""…카카오뱅크, 9월부터 금리 최대 0.85...
",https://finance.naver.com//item/news_read.naver?article_id=0005011410&office_id=009&code=323410&page=64&sm=title_entity_id.basic,매일경제, 2022.08.31 10:32
1703,"
카카오뱅크, 주담대 금리 최대 0.85%p 인하
",https://finance.naver.com//item/news_read.naver?article_id=0005306041&office_id=018&code=323410&page=64&sm=title_entity_id.basic,이데일리, 2022.08.31 09:58
1704,"
카카오뱅크, 주담대 변동금리 0.85%p↓…최저 3% 초반
",https://finance.naver.com//item/news_read.naver?article_id=0004789327&office_id=008&code=323410&page=64&sm=title_entity_id.basic,머니투데이, 2022.08.31 09:39
1705,"
카카오뱅크, 주담대 변동금리 0.85%p 인하…최저 3% 초반
",https://finance.naver.com//item/news_read.naver?article_id=0000030273&office_id=243&code=323410&page=64&sm=title_entity_id.basic,이코노미스트, 2022.08.31 09:33
1706,"
""주담대 금리 3% 초반대""…카카오뱅크, 금리 최대 0.85%P↓
",https://finance.naver.com//item/news_read.naver?article_id=0005140481&office_id=277&code=323410&page=64&sm=title_entity_id.basic,아시아경제, 2022.08.31 09:26
1707,"
카카오뱅크, 주담대 금리 최대 0.85%포인트 인하
",https://finance.naver.com//item/news_read.naver?article_id=0002034950&office_id=016&code=323410&page=64&sm=title_entity_id.basic,헤럴드경제, 2022.08.31 09:24
1708,"
카카오뱅크, 주택담보대출 금리 최대 0.85%p 인하
",https://finance.naver.com//item/news_read.naver?article_id=0000837696&office_id=366&code=323410&page=64&sm=title_entity_id.basic,조선비즈, 2022.08.31 10:52
1709,"
카카오뱅크, 주택담보대출 최저금리 연 3.20%로 인하
",https://finance.naver.com//item/news_read.naver?article_id=0002284606&office_id=123&code=323410&page=64&sm=title_entity_id.basic,조세일보, 2022.08.31 10:28
1710,"
카카오뱅크, 주택담보대출 금리 최대 0.85%p 인하...최저 3.2...
",https://finance.naver.com//item/news_read.naver?article_id=0004891110&office_id=014&code=323410&page=64&sm=title_entity_id.basic,파이낸셜뉴스, 2022.08.31 09:29
1711,"
카카오뱅크, 내일부터 주택담보대출 금리 최대 0.85%P 인하
",https://finance.naver.com//item/news_read.naver?article_id=0004743891&office_id=015&code=323410&page=64&sm=title_entity_id.basic,한국경제, 2022.08.31 09:28
1712,"
점심시간에 삼성페이서 KB국민·카뱅카드 먹통
",https://finance.naver.com//item/news_read.naver?article_id=0000837501&office_id=366&code=323410&page=64&sm=title_entity_id.basic,조선비즈, 2022.08.30 14:54
1713,"
(영상)카카오뱅크, 가상화폐 거래소 '코인원'과 실명계좌 계약
",https://finance.naver.com//item/news_read.naver?article_id=0005305283&office_id=018&code=323410&page=64&sm=title_entity_id.basic,이데일리, 2022.08.30 10:46
1714,"
국민銀 vs 카뱅, '리딩 뱅킹앱' 경쟁…시중은행들도 각축전
",https://finance.naver.com//item/news_read.naver?article_id=0005139703&office_id=277&code=323410&page=64&sm=title_entity_id.basic,아시아경제, 2022.08.30 06:10
1715,"
카카오뱅크·코인원, 실명확인 입출금 계좌 계약 체결
",https://finance.naver.com//item/news_read.naver?article_id=0005139682&office_id=277&code=323410&page=64&sm=title_entity_id.basic,아시아경제, 2022.08.29 21:36
1716,"
카카오뱅크, 코인원과 실명계좌 계약 체결
",https://finance.naver.com//item/news_read.naver?article_id=0004890137&office_id=014&code=323410&page=64&sm=title_entity_id.basic,파이낸셜뉴스, 2022.08.29 18:04
